HUC_8,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
02050104,3583,3583000000,0,107.595,107.595,12.4434,5.898,44584.8
02050106,5190,5190000000,0,108.337,108.337,16.0613,5.0335,83358.3
02050107,4582,4582000000,0,132.93,132.93,19.2742,8.059,88314.3
02050201,4133,4133000000,0,79.589,79.589,16.9869,5.8403,70206.9
02050202,2682,2682000000,7.476,49.598,42.122,22.8582,4.9447,61305.6
02050203,2027,2027000000,0,74.605,74.605,20.8803,6.1642,42324.3
02050204,2001,2001000000,0,67.998,67.998,19.9393,6.884,39898.5
02050205,2542,2542000000,0,93.491,93.491,16.9106,5.0204,42986.7
02050206,4673,4673000000,0,126.419,126.419,19.7045,7.9307,92079.1
02050302,2566,2566000000,0,54.421,54.421,16.7527,4.8757,42987.5
02050303,2487,2487000000,0,47.907,47.907,14.3345,4.9822,35649.8
02070001,3833,3833000000,0,100.822,100.822,17.0972,8.5762,65533.6
02070002,3477,3477000000,0,62.697,62.697,13.8285,6.7589,48081.8
03150105,4144,4144000000,0,35.999,35.999,11.454,5.718,47465.4
03150106,6688,6688000000,0,51.34,51.34,10.9491,4.9443,73227.7
03150202,4733,4733000000,0,47.245,47.245,8.7081,5.5273,41215.6
03160101,4662,4662000000,0,49.621,49.621,9.8563,5.7507,45950
03160103,2247,2247000000,0,57.34,57.34,11.9194,7.0226,26783
03160105,2062,2062000000,0,57.677,57.677,10.549,4.577,21752.1
03160106,4225,4225000000,0,46.79,46.79,6.2215,3.9395,26285.9
03160107,2041,2041000000,0,77.386,77.386,9.864,5.6157,20132.4
03160109,3562,3562000000,0,70.72,70.72,11.2649,8.6728,40125.7
03160110,2582,2582000000,0,64.249,64.249,10.4473,6.2187,26974.8
03160111,3136,3136000000,0,37.988,37.988,11.227,6.2885,35207.9
03160112,3218,3218000000,0,87.737,87.737,9.7306,6.4481,31313.1
03160113,3761,3761000000,0,43.976,43.976,7.4987,5.4039,28202.7
04100011,4705,4705000000,0,76.086,76.086,8.6748,4.7348,40814.8
04100012,1971,1971000000,0,50.026,50.026,10.7868,4.8424,21260.9
04110001,2313,2313000000,0,38.791,38.791,8.2079,2.7077,18984.9
04110002,2098,2098000000,0,131.119,131.119,13.7553,8.9608,28858.7
04110003,1633,1633000000,0,95.581,95.581,12.2409,9.44,19989.4
04110004,1828,1828000000,0,44.631,44.631,10.0542,3.5337,18379
04120101,2230,2230000000,0,57.383,57.383,12.2406,7.8392,27296.5
04130002,3688,3688000000,0,122.123,122.123,11.5687,8.9293,42665.5
05010001,6724,6724000000,0,151.167,151.167,17.2907,9.8654,116262
05010002,2330,2330000000,0,125.899,125.899,10.5766,8.1652,24643.5
05010003,4361,4361000000,0,140.258,140.258,16.3437,12.619,71275
05010004,3197,3197000000,0,152.615,152.615,12.6274,10.2389,40369.8
05010005,3230,3230000000,0,112.893,112.893,17.005,7.516,54926
05010006,4361,4361000000,0,54.325,54.325,14.5593,3.5891,63492.9
05010007,3560,3560000000,0,98.018,98.018,14.9762,5.2387,53315.4
05010008,1333,1333000000,0,28.889,28.889,12.9093,3.456,17208
05010009,1283,1283000000,0,28.075,28.075,11.398,3.5212,14623.6
05020001,3564,3564000000,0,39.565,39.565,15.7208,3.0156,56028.9
05020002,2280,2280000000,0,52.867,52.867,14.8683,3.7983,33899.7
05020003,1200,1200000000,0,66.301,66.301,17.3241,4.4966,20788.9
05020004,3679,3679000000,0,91.548,91.548,18.4211,6.0238,67771.3
05020005,3819,3819000000,0,36.805,36.805,12.5389,4.1349,47886
05020006,4570,4570000000,0,67.793,67.793,16.4011,6.6888,74953
05030101,5142,5142000000,0,82.684,82.684,13.1924,5.6381,67835.3
05030102,2761,2761000000,0,131.127,131.127,9.7807,7.7358,27004.4
05030103,2958,2958000000,0,81.332,81.332,9.6834,5.0264,28643.6
05030104,291,291000000,0,66.981,66.981,11.5997,6.5301,3375.52
05030105,2168,2168000000,0,83.653,83.653,12.0596,5.974,26145.2
05030106,3915,3915000000,0,39.811,39.811,13.7014,3.1109,53640.8
05030201,4696,4696000000,0,48.119,48.119,13.9767,2.2178,65634.7
05030202,3673,3673000000,0,57.274,57.274,10.7994,4.2122,39666.3
05030203,5980,5980000000,0,24.768,24.768,12.5314,1.2428,74937.7
05030204,3101,3101000000,0,49.365,49.365,15.4823,3.5718,48010.5
05040001,6715,6715000000,0,87.328,87.328,16.2039,6.6202,108809
05040002,2608,2608000000,0,67.207,67.207,13.2561,4.3577,34571.8
05040003,3228,3228000000,0,72.065,72.065,12.9956,5.4647,41949.7
05040004,4066,4066000000,0,74.438,74.438,13.8823,4.8719,56445.3
05040005,2204,2204000000,0,74.631,74.631,14.5678,4.7625,32107.4
05040006,2019,2019000000,0,84.062,84.062,13.34,6.7846,26933.5
05050002,4348,4348000000,0,52.553,52.553,10.1995,3.9278,44347.2
05050003,4256,4256000000,0,62.594,62.594,10.7265,4.3906,45651.9
05050004,1794,1794000000,0,36.215,36.215,11.1597,3.3944,20020.5
05050005,3677,3677000000,0,73.654,73.654,14.8328,4.0934,54540.2
05050006,1338,1338000000,0,41.985,41.985,15.6568,3.3762,20948.8
05050007,3978,3978000000,0,38.711,38.711,15.7033,4.8791,62467.8
05050008,2393,2393000000,0,21.807,21.807,11.0605,2.8706,26467.7
05050009,2311,2311000000,0,49.956,49.956,16.444,3.7481,38002.2
05060001,8283,8283000000,0,50.806,50.806,9.2889,4.5408,76940.4
