HUC_8,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
02050104,3583,3583000000,0,31.575,31.575,24.3451,2.4271,87228.5
02050106,5190,5190000000,0,33.66,33.66,25.4485,2.9979,132077
02050107,4582,4582000000,0,37.506,37.506,28.6451,4.1161,131252
02050201,4133,4133000000,0,35.713,35.713,30.2874,2.6189,125178
02050202,2682,2682000000,22.131,33.582,11.451,29.4238,1.4732,78914.6
02050203,2027,2027000000,0,37.003,37.003,28.7232,1.8877,58221.8
02050204,2001,2001000000,0,35.63,35.63,30.4936,3.6518,61017.8
02050205,2542,2542000000,0,33.598,33.598,26.84,1.863,68227.3
02050206,4673,4673000000,0,35.574,35.574,27.7625,2.4835,129734
02050302,2566,2566000000,0,36.017,36.017,30.9187,1.8018,79337.3
02050303,2487,2487000000,0,36.649,36.649,30.9636,4.5563,77006.6
02070001,3833,3833000000,0,40.087,40.087,34.9345,2.2106,133904
02070002,3477,3477000000,0,38.276,38.276,32.5697,2.8403,113245
03150105,4144,4144000000,0,45.677,45.677,34.0841,7.5289,141245
03150106,6688,6688000000,0,49.235,49.235,34.8636,6.6267,233168
03150202,4733,4733000000,0,48.4,48.4,37.5299,3.7048,177629
03160101,4662,4662000000,0,46.642,46.642,37.126,7.0842,173081
03160103,2247,2247000000,0,45.958,45.958,38.8384,2.8057,87270
03160105,2062,2062000000,0,47.14,47.14,39.9678,3.4593,82413.7
03160106,4225,4225000000,0,48.951,48.951,37.7625,6.5583,159546
03160107,2041,2041000000,0,47.675,47.675,38.7099,4.3068,79007
03160109,3562,3562000000,0,45.796,45.796,35.5824,4.2983,126745
03160110,2582,2582000000,0,44.255,44.255,31.8064,8.3948,82124
03160111,3136,3136000000,0,45.638,45.638,34.2929,5.299,107543
03160112,3218,3218000000,0,48.569,48.569,33.8765,7.3614,109014
03160113,3761,3761000000,0,49.488,49.488,37.3826,6.2255,140596
04100011,4705,4705000000,0,35.378,35.378,24.1946,2.2163,113836
04100012,1971,1971000000,0,30.517,30.517,24.9658,2.2357,49207.7
04110001,2313,2313000000,0,31.993,31.993,25.367,4.2441,58673.8
04110002,2098,2098000000,0,34.307,34.307,26.3655,6.3566,55314.7
04110003,1633,1633000000,0,33.156,33.156,27.2927,6.8724,44569
04110004,1828,1828000000,0,34,34,30.2675,2.0037,55329
04120101,2230,2230000000,0,32.339,32.339,27.6133,4.8692,61577.7
04130002,3688,3688000000,0,34.666,34.666,24.8999,2.4752,91831
05010001,6724,6724000000,0,34.388,34.388,28.6969,3.3584,192958
05010002,2330,2330000000,0,33.888,33.888,28.0881,5.6424,65445.4
05010003,4361,4361000000,0,36.881,36.881,30.9143,2.6783,134817
05010004,3197,3197000000,0,36.419,36.419,29.8928,3.4315,95567.4
05010005,3230,3230000000,0,34.919,34.919,29.8286,1.8283,96346.3
05010006,4361,4361000000,0,37.022,37.022,30.9284,2.7073,134879
05010007,3560,3560000000,0,36.864,36.864,32.6415,3.2152,116204
05010008,1333,1333000000,0,37.83,37.83,32.9758,3.2329,43956.7
05010009,1283,1283000000,0,34.07,34.07,29.2281,7.4039,37499.6
05020001,3564,3564000000,0,40.146,40.146,34.7295,2.3058,123776
05020002,2280,2280000000,0,40.912,40.912,37.2329,2.7161,84891.1
05020003,1200,1200000000,0,40.02,40.02,35.2976,2.7189,42357.1
05020004,3679,3679000000,0,37.731,37.731,33.0456,2.1076,121575
05020005,3819,3819000000,0,39.625,39.625,31.9888,7.124,122165
05020006,4570,4570000000,0,39.371,39.371,32.7728,3.66,149772
05030101,5142,5142000000,0,36.469,36.469,28.6751,6.4579,147447
05030102,2761,2761000000,0,36.425,36.425,28.9658,6.6544,79974.5
05030103,2958,2958000000,0,36.136,36.136,28.0012,5.7768,82827.7
05030104,291,291000000,0,34.872,34.872,28.1558,8.1442,8193.35
05030105,2168,2168000000,0,36.344,36.344,30.4146,3.9221,65938.8
05030106,3915,3915000000,0,37.853,37.853,32.7008,3.7196,128024
05030201,4696,4696000000,0,39.406,39.406,33.8856,3.1559,159127
05030202,3673,3673000000,0,40.51,40.51,33.9195,5.7455,124586
05030203,5980,5980000000,0,40.254,40.254,35.9188,1.008,214794
05030204,3101,3101000000,0,38.62,38.62,32.889,2.7675,101989
05040001,6715,6715000000,0,38.033,38.033,28.6686,3.6164,192510
05040002,2608,2608000000,0,33.534,33.534,26.8964,3.0184,70145.7
05040003,3228,3228000000,0,36.42,36.42,28.118,2.5684,90764.9
05040004,4066,4066000000,0,37.915,37.915,30.9796,2.6688,125963
05040005,2204,2204000000,0,35.981,35.981,29.1118,4.6397,64162.5
05040006,2019,2019000000,0,33.403,33.403,28.4959,3.8129,57533.2
05050002,4348,4348000000,0,36.582,36.582,31.5268,2.3105,137079
05050003,4256,4256000000,0,37.984,37.984,32.7658,2.223,139451
05050004,1794,1794000000,0,40.316,40.316,33.9973,2.8105,60991.2
05050005,3677,3677000000,0,39.891,39.891,34.1404,2.9593,125534
05050006,1338,1338000000,0,41.266,41.266,37.0068,3.3176,49515.1
05050007,3978,3978000000,0,40.599,40.599,36.0554,2.4799,143428
05050008,2393,2393000000,0,41.648,41.648,36.5002,4.1197,87345.1
05050009,2311,2311000000,0,41.397,41.397,38.0176,2.1721,87858.8
05060001,8283,8283000000,0,37.119,37.119,27.2842,2.9093,225995
05060002,5617,5617000000,0,38.059,38.059,31.3134,2.7287,175887
05060003,2964,2964000000,0,35.137,35.137,28.2638,2.9316,83773.9
05070101,2430,2430000000,0,40.342,40.342,36.6695,2.1165,89106.9
05070102,1917,1917000000,0,40.888,40.888,38.5151,1.6937,73833.5
05070201,4034,4034000000,31.088,41.094,10.006,37.3079,1.994,150500
05070202,3138,3138000000,0,43.284,43.284,37.289,1.8673,117013
05070203,2877,2877000000,0,43.211,43.211,37.1845,1.7071,106980
05070204,1067,1067000000,0,43.076,43.076,36.7317,3.9689,39192.7
05090101,3776,3776000000,0,40.862,40.862,34.2663,5.0328,129390
05090102,1151,1151000000,0,41.167,41.167,37.0767,2.0415,42675.3
05090103,2614,2614000000,0,39.168,39.168,34.5176,4.357,90228.9
05090104,1875,1875000000,0,39.094,39.094,36.0572,1.4555,67607.2
05090201,5448,5448000000,0,40.251,40.251,31.7463,5.3381,172954
05100101,7199,7199000000,0,40.944,40.944,34.6707,3.0451,249594
05100102,2391,2391000000,29.658,39.257,9.599,33.9501,1.5704,81174.6
05100201,3429,3429000000,13.087,40.754,27.667,37.1888,1.8721,127520
05100202,1444,1444000000,0,42.97,42.97,38.8267,2.2302,56065.7
05100203,1939,1939000000,34.169,41.518,7.349,39.1524,1.3136,75916.5
05100204,2840,2840000000,0,40.862,40.862,36.3114,2.2942,103124
05100205,8395,8395000000,0,42.402,42.402,35.2529,2.7367,295948
05110001,8121,8121000000,0,43.848,43.848,37.7192,4.277,306318
05130101,6044,6044000000,0,41.878,41.878,38.4293,3.3795,232267
05130102,1978,1978000000,12.738,41.154,28.416,38.5539,1.7418,76259.6
05130103,4872,4872000000,0,43.301,43.301,36.6041,8.1068,178335
05130104,3586,3586000000,0,40.592,40.592,36.5192,2.0822,130958
05130105,2455,2455000000,0,41.792,41.792,34.767,8.1919,85352.9
05130106,2057,2057000000,0,42.269,42.269,36.0154,6.1003,74083.7
05130107,2037,2037000000,0,41.965,41.965,37.296,2.3669,75972
05130108,4657,4657000000,0,44.21,44.21,36.4411,5.9673,169706
05130203,2418,2418000000,0,44.146,44.146,36.5834,7.333,88458.6
06010201,3504,3504000000,0,44.148,44.148,34.7732,10.2071,121845
06010205,5096,5096000000,0,43.453,43.453,35.2895,5.5752,179835
06010206,2444,2444000000,0,42.731,42.731,37.3801,4.5727,91357
06010207,1642,1642000000,0,41.898,41.898,36.6377,5.4155,60159.1
06010208,2248,2248000000,0,43.541,43.541,36.4566,3.5484,81954.3
06020001,4842,4842000000,0,44.721,44.721,33.1035,7.7868,160287
06020004,1556,1556000000,30.584,41.625,11.041,36.1555,2.1171,56258
06030001,5161,5161000000,0,45.402,45.402,31.2864,9.5695,161469
06030002,7498,7498000000,0,45.329,45.329,34.096,7.9866,255651
06030003,3320,3320000000,0,44.637,44.637,37.7106,5.9924,125199
06030004,2498,2498000000,0,44.929,44.929,39.4914,4.0086,98649.6
06030005,5905,5905000000,0,46.117,46.117,35.453,8.5458,209350
06030006,2450,2450000000,0,44.351,44.351,33.0538,7.2687,80981.9
06040002,3060,3060000000,0,44.707,44.707,38.1129,3.3801,116626
