HUC_8,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
02050104,3583,3583000000,0,48.299,48.299,4.5985,2.2956,16476.3
02050106,5190,5190000000,0,37.909,37.909,6.4868,2.163,33666.4
02050107,4582,4582000000,0,62.403,62.403,8.1654,3.7051,37413.7
02050201,4133,4133000000,0,36.033,36.033,7.9046,3.308,32669.6
02050202,2682,2682000000,2.759,23.546,20.787,11.0077,2.66,29522.7
02050203,2027,2027000000,0,24.525,24.525,8.4452,2.0538,17118.5
02050204,2001,2001000000,0,28.681,28.681,8.7067,3.2772,17422
02050205,2542,2542000000,0,20.741,20.741,5.5859,1.9568,14199.4
02050206,4673,4673000000,0,43.684,43.684,7.1847,3.0129,33574.2
02050302,2566,2566000000,0,18.106,18.106,7.0662,2.5212,18131.8
02050303,2487,2487000000,0,20.413,20.413,7.0084,2.3481,17429.9
02070001,3833,3833000000,0,49.848,49.848,8.9581,4.1158,34336.3
02070002,3477,3477000000,0,34.728,34.728,7.2,2.9696,25034.3
03150105,4144,4144000000,0,22.773,22.773,6.8847,3.2127,28530.2
03150106,6688,6688000000,0,42.832,42.832,9.0454,3.8282,60495.8
03150202,4733,4733000000,0,50.383,50.383,8.3804,3.8475,39664.3
03160101,4662,4662000000,0,35.64,35.64,6.3883,3.4515,29782.1
03160103,2247,2247000000,0,39.617,39.617,8.2643,4.0654,18569.9
03160105,2062,2062000000,0,45.29,45.29,7.4378,2.9791,15336.7
03160106,4225,4225000000,0,45.212,45.212,4.7392,2.9212,20023.3
03160107,2041,2041000000,0,46.59,46.59,6.9928,3.7278,14272.2
03160109,3562,3562000000,0,55.047,55.047,7.5949,5.4416,27053.1
03160110,2582,2582000000,0,49.478,49.478,7.3086,3.9928,18870.9
03160111,3136,3136000000,0,22.788,22.788,8.3152,4.4905,26076.4
03160112,3218,3218000000,0,72.015,72.015,8.9208,5.452,28707.2
03160113,3761,3761000000,0,54.922,54.922,6.6895,4.6615,25159.1
04100011,4705,4705000000,0,31.322,31.322,2.1916,1.2383,10311.5
04100012,1971,1971000000,0,17.218,17.218,3.1149,1.5165,6139.47
04110001,2313,2313000000,0,14.028,14.028,2.3125,1.1268,5348.88
04110002,2098,2098000000,0,47.876,47.876,4.3494,2.9221,9125.01
04110003,1633,1633000000,0,36.902,36.902,5.4361,3.3456,8877.08
04110004,1828,1828000000,0,19.077,19.077,4.6163,1.4985,8438.51
04120101,2230,2230000000,0,27.252,27.252,6.7827,3.6355,15125.4
