HUC_8,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
02050104,3583,3583000000,0,37.603,37.603,4.9736,2.3585,17820.5
02050106,5190,5190000000,0,45.15,45.15,6.5121,2.0058,33798
02050107,4582,4582000000,0,47.82,47.82,8.5181,3.4627,39029.8
02050201,4133,4133000000,0,29.849,29.849,6.6175,2.3846,27350.3
02050202,2682,2682000000,2.381,17.921,15.54,8.4188,1.9606,22579.3
02050203,2027,2027000000,0,28.559,28.559,8.3922,2.2188,17010.9
02050204,2001,2001000000,0,23.999,23.999,7.4762,2.6442,14959.8
02050205,2542,2542000000,0,36.043,36.043,7.1517,2.1806,18179.6
02050206,4673,4673000000,0,49.132,49.132,8.193,2.9549,38286.1
02050302,2566,2566000000,0,15.866,15.866,5.9244,1.8159,15202
02050303,2487,2487000000,0,17.118,17.118,5.5732,1.771,13860.5
02070001,3833,3833000000,0,60.188,60.188,10.0056,5.0295,38351.3
02070002,3477,3477000000,0,46.061,46.061,9.0906,5.0965,31608
03150105,4144,4144000000,0,50.141,50.141,15.438,7.3036,63975
03150106,6688,6688000000,0,66.707,66.707,17.4733,7.2575,116861
03150202,4733,4733000000,0,94.336,94.336,16.4245,8.461,77737.2
03160101,4662,4662000000,0,55.497,55.497,12.9174,6.1618,60220.8
03160103,2247,2247000000,0,87.849,87.849,19.2067,9.8575,43157.4
03160105,2062,2062000000,0,127.538,127.538,19.9043,8.0152,41042.6
03160106,4225,4225000000,0,89.772,89.772,12.1771,7.5064,51448.1
03160107,2041,2041000000,0,123.147,123.147,18.5344,10.694,37828.7
03160109,3562,3562000000,0,129.774,129.774,16.7846,13.5851,59786.8
03160110,2582,2582000000,0,101.921,101.921,15.2013,9.6093,39249.8
03160111,3136,3136000000,0,57.361,57.361,16.7367,8.8653,52486.2
03160112,3218,3218000000,0,128.591,128.591,19.3738,13.3252,62345
03160113,3761,3761000000,0,71.705,71.705,13.2096,9.7499,49681.5
04100011,4705,4705000000,0,30.794,30.794,2.1427,1.4635,10081.6
04100012,1971,1971000000,0,16.558,16.558,2.9951,1.5854,5903.24
04110001,2313,2313000000,0,14.742,14.742,2.8248,1.1422,6533.8
04110002,2098,2098000000,0,50.784,50.784,5.0072,3.205,10505.1
04110003,1633,1633000000,0,36.566,36.566,4.8366,3.5892,7898.19
04110004,1828,1828000000,0,19.706,19.706,3.8873,1.4574,7106.05
04120101,2230,2230000000,0,32.595,32.595,6.2285,3.9581,13889.6
04130002,3688,3688000000,0,64.274,64.274,5.2444,3.8188,19341.5
05010001,6724,6724000000,0,122.891,122.891,9.1349,5.7468,61422.7
05010002,2330,2330000000,0,108.78,108.78,7.978,6.3277,18588.8
05010003,4361,4361000000,0,66.385,66.385,7.9145,5.4877,34515
05010004,3197,3197000000,0,98.992,98.992,6.3273,4.6849,20228.3
05010005,3230,3230000000,0,41.894,41.894,7.9096,3.1727,25548
05010006,4361,4361000000,0,33.89,33.89,7.0056,2.0295,30551.2
05010007,3560,3560000000,0,45.12,45.12,6.2346,2.6649,22195.2
05010008,1333,1333000000,0,18.581,18.581,5.7812,2.5317,7706.39
05010009,1283,1283000000,0,10.02,10.02,4.6993,2.0686,6029.24
05020001,3564,3564000000,0,21.43,21.43,10.3014,3.0961,36714.3
05020002,2280,2280000000,0,31.071,31.071,7.0661,1.578,16110.7
05020003,1200,1200000000,0,29.475,29.475,6.6407,1.9069,7968.86
05020004,3679,3679000000,0,55.927,55.927,12.1301,4.0068,44626.8
05020005,3819,3819000000,0,20.272,20.272,4.1286,2.0778,15767.1
05020006,4570,4570000000,0,64.317,64.317,10.6677,6.1844,48751.6
05030101,5142,5142000000,0,26.837,26.837,3.9857,1.8731,20494.3
05030102,2761,2761000000,0,46.577,46.577,3.4507,2.4563,9527.29
05030103,2958,2958000000,0,29.289,29.289,3.3241,1.9276,9832.85
05030104,291,291000000,0,20.75,20.75,4.1358,2.2295,1203.51
05030105,2168,2168000000,0,31.507,31.507,5.0925,2.4805,11040.6
05030106,3915,3915000000,0,26.06,26.06,5.4897,2.0338,21492
05030201,4696,4696000000,0,26.501,26.501,6.6001,1.3269,30993.9
05030202,3673,3673000000,0,36.221,36.221,4.3632,1.8873,16026.1
05030203,5980,5980000000,0,18.157,18.157,7.2559,1.7132,43390.5
05030204,3101,3101000000,0,25.719,25.719,5.092,1.3101,15790.3
05040001,6715,6715000000,0,40.209,40.209,5.3196,2.2357,35721.2
05040002,2608,2608000000,0,29.209,29.209,5.0851,1.7541,13261.8
05040003,3228,3228000000,0,40.722,40.722,5.3029,2.2033,17117.6
05040004,4066,4066000000,0,29.163,29.163,4.6334,1.5695,18839.6
05040005,2204,2204000000,0,28.496,28.496,5.2864,1.855,11651.2
05040006,2019,2019000000,0,34.743,34.743,4.972,2.3534,10038.5
05050002,4348,4348000000,0,50.408,50.408,9.4766,3.4149,41204.3
05050003,4256,4256000000,0,43.757,43.757,10.2022,3.2913,43420.6
05050004,1794,1794000000,0,33.767,33.767,10.4059,2.9254,18668.1
05050005,3677,3677000000,0,56.293,56.293,13.6111,4.1678,50048
05050006,1338,1338000000,0,33.415,33.415,11.53,2.7388,15427.2
05050007,3978,3978000000,0,30.859,30.859,11.4942,4.3804,45723.8
05050008,2393,2393000000,0,16.567,16.567,6.3553,2.0332,15208.3
05050009,2311,2311000000,0,52.619,52.619,13.7378,3.2922,31748.1
05060001,8283,8283000000,0,23.952,23.952,3.247,1.8999,26894.5
05060002,5617,5617000000,0,32.021,32.021,6.1895,2.9732,34766.2
05060003,2964,2964000000,0,15.576,15.576,5.6355,2.227,16703.5
05070101,2430,2430000000,0,28.357,28.357,13.9617,4.2142,33927
05070102,1917,1917000000,0,23.88,23.88,10.7847,3.1223,20674.2
05070201,4034,4034000000,5.886,40.166,34.28,13.3959,3.9164,54038.9
05070202,3138,3138000000,0,53.379,53.379,13.8543,3.1417,43474.9
05070203,2877,2877000000,0,58.399,58.399,13.4244,3.4916,38621.9
05070204,1067,1067000000,0,53.349,53.349,9.7035,3.056,10353.6
05090101,3776,3776000000,0,22.98,22.98,5.7543,2.1514,21728.2
05090102,1151,1151000000,0,37.857,37.857,11.7053,4.1525,13472.8
05090103,2614,2614000000,0,41.268,41.268,6.8487,3.2223,17902.6
05090104,1875,1875000000,0,55.964,55.964,6.9062,4.3145,12949.1
05090201,5448,5448000000,0,38.121,38.121,7.6738,4.2642,41806.8
05100101,7199,7199000000,0,57.939,57.939,8.8474,5.304,63692.6
05100102,2391,2391000000,2.469,20.895,18.426,7.6173,2.9763,18213.1
05100201,3429,3429000000,0,31.256,31.256,14.5326,3.1706,49832.4
05100202,1444,1444000000,0,41.796,41.796,16.7737,4.1481,24221.2
05100203,1939,1939000000,8.841,26.434,17.593,15.4674,2.965,29991.2
05100204,2840,2840000000,0,62.675,62.675,10.5909,3.8995,30078.1
05100205,8395,8395000000,0,29.133,29.133,9.0572,4.1451,76035
05110001,8121,8121000000,0,63.508,63.508,14.4547,4.682,117387
05130101,6044,6044000000,0,48.696,48.696,18.9654,5.4112,114627
05130102,1978,1978000000,0,28.486,28.486,13.3694,2.8019,26444.7
05130103,4872,4872000000,0,59.767,59.767,14.1784,5.2154,69077
05130104,3586,3586000000,0,37.725,37.725,17.3977,5.0158,62388.1
05130105,2455,2455000000,0,63.66,63.66,16.6537,7.6847,40884.8
05130106,2057,2057000000,0,42.386,42.386,17.2084,6.1828,35397.7
05130107,2037,2037000000,0,43.836,43.836,17.4215,4.2972,35487.7
05130108,4657,4657000000,0,104.721,104.721,16.8716,7.9899,78571
05130203,2418,2418000000,0,34.649,34.649,11.0816,4.4572,26795.3
06010201,3504,3504000000,0,55.194,55.194,15.9016,8.0868,55719.4
06010205,5096,5096000000,0,56.8099,56.8099,12.6938,5.1762,64687.5
06010206,2444,2444000000,0,44.437,44.437,15.4223,4.9014,37692.1
06010207,1642,1642000000,0,51.696,51.696,16.648,5.3022,27336
06010208,2248,2248000000,0,53.703,53.703,19.5686,5.9641,43990.3
06020001,4842,4842000000,0,59.143,59.143,17.7436,8.7042,85914.7
06020004,1556,1556000000,6.36,34.106,27.746,19.5064,5.5922,30351.9
06030001,5161,5161000000,0,44.65,44.65,14.6932,8.0083,75831.6
06030002,7498,7498000000,0,47.524,47.524,13.8754,7.3409,104038
06030003,3320,3320000000,0,42.051,42.051,16.2457,5.6375,53935.6
06030004,2498,2498000000,0,36.97,36.97,17.9496,4.2864,44838
06030005,5905,5905000000,0,42.773,42.773,15.9447,7.0057,94153.5
06030006,2450,2450000000,0,146.413,146.413,15.6485,10.5995,38338.7
06040002,3060,3060000000,0,33.015,33.015,12.0482,4.1951,36867.5
