HUC_8,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
02050104,3583,3583000000,0,61.232,61.232,6.2781,2.9262,22494.4
02050106,5190,5190000000,0,41.124,41.124,7.7132,2.5704,40031.4
02050107,4582,4582000000,0,68.248,68.248,8.4564,3.667,38747.3
02050201,4133,4133000000,0,44.394,44.394,9.6762,3.3937,39991.9
02050202,2682,2682000000,3.845,24.668,20.823,11.8994,2.524,31914.3
02050203,2027,2027000000,0,23.834,23.834,9.1983,2.0271,18644.9
02050204,2001,2001000000,0,27.555,27.555,9.4135,3.2334,18836.4
02050205,2542,2542000000,0,30.716,30.716,7.319,1.9829,18605
02050206,4673,4673000000,0,57.674,57.674,8.6872,3.6113,40595.2
02050302,2566,2566000000,0,30.935,30.935,9.649,3.8661,24759.3
02050303,2487,2487000000,0,31.687,31.687,9.7077,3.4059,24143
02070001,3833,3833000000,0,73.306,73.306,11.0604,6.8911,42394.4
02070002,3477,3477000000,0,38.732,38.732,9.027,4.2678,31386.8
03150105,4144,4144000000,0,50.498,50.498,15.9797,7.5758,66220
03150106,6688,6688000000,0,78.071,78.071,17.0844,7.0992,114260
03150202,4733,4733000000,0,74.219,74.219,14.0859,6.7379,66668.5
03160101,4662,4662000000,0,60.931,60.931,12.9565,6.5177,60403.2
03160103,2247,2247000000,0,70.849,70.849,18.2521,8.859,41012.5
03160105,2062,2062000000,0,113.17,113.17,18.1984,6.888,37525
03160106,4225,4225000000,0,89.969,89.969,11.148,6.9362,47100.4
03160107,2041,2041000000,0,93.89,93.89,15.8892,8.11,32429.9
03160109,3562,3562000000,0,104.483,104.483,14.0849,10.5887,50170.4
03160110,2582,2582000000,0,81.833,81.833,12.8317,7.5715,33131.6
03160111,3136,3136000000,0,45.565,45.565,15.1033,8.3593,47363.9
03160112,3218,3218000000,0,117.989,117.989,15.5702,9.8244,50104.9
03160113,3761,3761000000,0,74.33,74.33,11.8989,7.2188,44751.8
04100011,4705,4705000000,0,34.37,34.37,2.4407,1.2989,11483.5
04100012,1971,1971000000,0,19.181,19.181,3.4623,1.5765,6824.22
04110001,2313,2313000000,0,17.761,17.761,3.4282,1.3751,7929.35
04110002,2098,2098000000,0,50.643,50.643,5.5549,3.385,11654.3
04110003,1633,1633000000,0,35.095,35.095,5.5917,3.6779,9131.31
04110004,1828,1828000000,0,20.656,20.656,4.7204,1.5781,8628.85
04120101,2230,2230000000,0,29.805,29.805,6.3701,3.2005,14205.3
04130002,3688,3688000000,0,84.878,84.878,7.0487,5.1845,25995.5
05010001,6724,6724000000,0,105.281,105.281,10.5422,5.7085,70885.5
05010002,2330,2330000000,0,102.645,102.645,7.565,5.3797,17626.4
05010003,4361,4361000000,0,97.609,97.609,10.2495,7.016,44698.1
05010004,3197,3197000000,0,95.544,95.544,6.9863,4.7564,22335.3
05010005,3230,3230000000,0,75.793,75.793,10.7698,4.3223,34786.5
05010006,4361,4361000000,0,35.439,35.439,8.4003,2.1648,36633.9
