HUC_8,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
02050104,3583,3583000000,30.303,51.019,20.716,36.7835,4.0665,131795
02050106,5190,5190000000,39.68,59.761,20.081,47.2591,3.2621,245275
02050107,4582,4582000000,40.43,63.894,23.464,51.9846,4.0813,238194
02050201,4133,4133000000,39.201,52.203,13.002,44.0855,2.9433,182205
02050202,2682,2682000000,40.192,54.006,13.814,46.9499,2.7853,125920
02050203,2027,2027000000,41.567,66.26,24.693,47.0247,3.691,95319.1
02050204,2001,2001000000,40.66,69.639,28.979,49.2303,5.639,98509.7
02050205,2542,2542000000,34.401,56.772,22.371,42.4079,2.9572,107801
02050206,4673,4673000000,44.053,77.164,33.111,50.9909,4.5235,238280
02050302,2566,2566000000,39.763,59.208,19.445,44.2027,2.913,113424
02050303,2487,2487000000,39.173,56.063,16.89,44.9229,3.1795,111723
02070001,3833,3833000000,35.508,50.506,14.998,41.5826,3.3975,159386
02070002,3477,3477000000,36.92,50.508,13.588,42.7895,2.9549,148779
03150105,4144,4144000000,53.851,82.482,28.631,62.5093,4.3802,259038
03150106,6688,6688000000,61.491,91.184,29.693,73.1682,5.7754,489349
03150202,4733,4733000000,66.539,85.466,18.927,77.5218,3.7058,366911
03160101,4662,4662000000,72.474,88.699,16.225,81.3898,3.1533,379439
03160103,2247,2247000000,74.917,84.84,9.923,80.7206,2.0398,181379
03160105,2062,2062000000,78.826,91.021,12.195,83.9664,2.5463,173139
03160106,4225,4225000000,75.075,90.94,15.865,84.1521,3.1134,355543
03160107,2041,2041000000,76.024,89.328,13.304,83.3759,2.4267,170170
03160109,3562,3562000000,60.114,85.078,24.964,71.3738,6.6423,254233
03160110,2582,2582000000,60.631,76.255,15.624,69.0872,3.3136,178383
03160111,3136,3136000000,60.589,83.103,22.514,69.7823,4.5119,218837
03160112,3218,3218000000,76.525,87.634,11.109,81.7648,2.0896,263119
03160113,3761,3761000000,72.043,87.869,15.826,80.1245,3.4959,301348
04100011,4705,4705000000,36.294,43.89,7.596,39.1777,1.3232,184331
04100012,1971,1971000000,38.146,44.915,6.769,41.4027,1.7222,81604.7
04110001,2313,2313000000,37.789,49.172,11.383,42.1059,1.7872,97391.1
04110002,2098,2098000000,38.26,49.055,10.795,44.2305,2.3068,92795.5
04110003,1633,1633000000,36.8,49.562,12.762,43.6401,3.0753,71264.4
04110004,1828,1828000000,36.408,48.06,11.652,42.8084,1.8743,78253.8
04120101,2230,2230000000,38.892,57.198,18.306,47.3109,3.8678,105503
04130002,3688,3688000000,29.085,43.459,14.374,37.2216,2.6189,137273
05010001,6724,6724000000,36.4,54.565,18.165,45.5716,4.1709,306424
05010002,2330,2330000000,41.602,53.656,12.054,46.7632,2.6799,108958
05010003,4361,4361000000,41.84,54.404,12.564,49.1796,1.8716,214472
05010004,3197,3197000000,43.935,56.452,12.517,48.9451,2.225,156477
05010005,3230,3230000000,46.124,55.07,8.946,50.3155,1.396,162519
05010006,4361,4361000000,38.025,55.622,17.597,46.6672,2.8261,203516
05010007,3560,3560000000,40.621,55.624,15.003,46.3013,2.8997,164833
05010008,1333,1333000000,38.614,54.014,15.4,44.2829,2.5389,59029
05010009,1283,1283000000,39.764,52.556,12.792,45.4081,2.2739,58258.6
05020001,3564,3564000000,43.814,63.733,19.919,51.4664,3.9783,183426
05020002,2280,2280000000,43.499,53.859,10.36,48.9583,2.1436,111625
05020003,1200,1200000000,39.757,55.034,15.277,46.9695,2.8772,56363.4
05020004,3679,3679000000,41.172,60.744,19.572,49.5222,2.602,182192
05020005,3819,3819000000,39.79,61.965,22.175,45.3873,2.3987,173334
05020006,4570,4570000000,37.116,56.845,19.729,44.915,3.5781,205261
05030101,5142,5142000000,39.995,52.278,12.283,45.8801,2.7127,235915
05030102,2761,2761000000,40.269,49.36,9.091,44.7033,1.596,123426
05030103,2958,2958000000,39.051,48.342,9.291,43.2067,1.5426,127805
05030104,291,291000000,40.347,46.846,6.499,43.4317,1.2676,12638.6
05030105,2168,2168000000,40.86,52.874,12.014,46.4261,2.0686,100652
05030106,3915,3915000000,42.631,54.796,12.165,47.4841,1.9486,185900
05030201,4696,4696000000,44.676,55.151,10.475,50.1328,1.6402,235424
05030202,3673,3673000000,39.599,53.187,13.588,46.0727,2.2788,169225
05030203,5980,5980000000,46.611,60.392,13.781,50.837,1.5754,304005
05030204,3101,3101000000,38.14,47.908,9.768,44.0117,1.8085,136480
05040001,6715,6715000000,37.079,52.206,15.127,45.6299,3.5122,306405
05040002,2608,2608000000,35.148,45.475,10.327,41.022,1.8526,106985
05040003,3228,3228000000,35.862,48.892,13.03,42.1594,2.7442,136091
05040004,4066,4066000000,39.677,54.369,14.692,46.657,2.4931,189707
05040005,2204,2204000000,42.956,54.094,11.138,48.4562,1.561,106798
05040006,2019,2019000000,39.641,49.248,9.607,43.5084,1.9688,87843.5
05050002,4348,4348000000,35.581,55.668,20.087,41.0877,2.8471,178649
05050003,4256,4256000000,36.056,68.538,32.482,46.4329,3.9635,197619
05050004,1794,1794000000,36.215,51.808,15.593,44.3573,2.5945,79577
05050005,3677,3677000000,41.607,69.603,27.996,54.3257,5.3424,199756
05050006,1338,1338000000,40.618,50.027,9.409,44.4455,1.3894,59468.1
05050007,3978,3978000000,41.53,64.052,22.522,51.4659,4.1512,204731
05050008,2393,2393000000,40.812,51.57,10.758,46.5513,2.0453,111397
05050009,2311,2311000000,41.803,63.697,21.894,47.7735,4.1714,110405
05060001,8283,8283000000,36.055,46.456,10.401,39.3993,1.7505,326345
05060002,5617,5617000000,37.947,48.268,10.321,42.5415,2.0708,238956
05060003,2964,2964000000,38.932,48.34,9.408,43.312,2.1761,128377
05070101,2430,2430000000,38.655,68.338,29.683,49.3145,5.582,119834
05070102,1917,1917000000,41.609,56.534,14.925,46.0313,1.8311,88242
05070201,4034,4034000000,36.568,59.642,23.074,45.0921,3.3056,181902
05070202,3138,3138000000,37.941,54.913,16.972,43.5905,2.6018,136787
05070203,2877,2877000000,37.394,48.385,10.991,42.763,1.839,123029
05070204,1067,1067000000,40.621,48.621,8,44.4914,1.5076,47472.4
05090101,3776,3776000000,39.323,50.699,11.376,44.4683,2.2052,167912
05090102,1151,1151000000,41.725,52.159,10.434,45.9464,1.7258,52884.3
05090103,2614,2614000000,38.934,49.483,10.549,43.5486,2.0364,113836
05090104,1875,1875000000,41.257,47.79,6.533,44.2328,1.1967,82936.4
05090201,5448,5448000000,39.011,49.992,10.981,45.9331,1.8399,250244
05100101,7199,7199000000,38.772,50.509,11.737,44.2921,2.196,318859
05100102,2391,2391000000,42.947,48.851,5.904,45.7787,0.8724,109457
05100201,3429,3429000000,36.409,57.079,20.67,41.802,2.1713,143339
05100202,1444,1444000000,39.596,57.512,17.916,46.0439,3.6989,66487.4
05100203,1939,1939000000,40.15,55.829,15.679,47.3232,2.3352,91759.8
05100204,2840,2840000000,39.99,53.819,13.829,45.3212,2.7627,128712
05100205,8395,8395000000,42.161,53.932,11.771,47.0254,2.3065,394778
05110001,8121,8121000000,47.006,65.74,18.734,54.0786,2.4153,439172
05130101,6044,6044000000,39.911,70.784,30.873,52.8779,3.9396,319594
05130102,1978,1978000000,43.74,53.938,10.198,48.26,1.8192,95458.3
05130103,4872,4872000000,45.19,60.509,15.319,51.4387,2.679,250609
05130104,3586,3586000000,45.191,73.389,28.198,54.3384,5.0369,194858
05130105,2455,2455000000,46.844,60.349,13.505,52.5307,2.7339,128963
05130106,2057,2057000000,52.594,60.704,8.11,57.1705,1.4573,117600
05130107,2037,2037000000,55.662,83.854,28.192,65.6164,7.4715,133661
05130108,4657,4657000000,51.809,76.883,25.074,60.0007,5.0652,279423
05130203,2418,2418000000,53.54,70.431,16.891,58.8302,2.0136,142252
06010201,3504,3504000000,40.98,99.998,59.018,52.8158,7.5891,185067
06010205,5096,5096000000,37.63,69.014,31.384,45.7459,3.806,233121
06010206,2444,2444000000,40.938,65.076,24.138,49.8188,3.5196,121757
06010207,1642,1642000000,45.313,73.506,28.193,50.8802,3.1399,83545.3
06010208,2248,2248000000,48.233,72.956,24.723,55.7413,3.2918,125306
06020001,4842,4842000000,50.115,79.602,29.487,62.2189,6.0503,301264
06020004,1556,1556000000,56.963,84.567,27.604,67.2592,6.4721,104655
06030001,5161,5161000000,55.623,73.734,18.111,64.5125,3.5745,332949
06030002,7498,7498000000,58.384,76.495,18.111,66.114,2.7777,495723
06030003,3320,3320000000,62.198,76.253,14.055,66.8527,2.4433,221951
06030004,2498,2498000000,66.177,75.271,9.094,70.4378,1.9297,175954
06030005,5905,5905000000,64.33,79.412,15.082,69.4373,2.1978,410027
06030006,2450,2450000000,65.981,86.021,20.04,76.3481,3.8228,187053
06040002,3060,3060000000,60.586,72.401,11.815,63.6232,1.7113,194687
