HUC_8,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
02050104,3583,3583000000,0,33.068,33.068,26.896,2.8612,96368.5
02050106,5190,5190000000,0,35.051,35.051,27.1954,3.1709,141144
02050107,4582,4582000000,0,38.025,38.025,28.4228,4.1891,130233
02050201,4133,4133000000,0,36.492,36.492,30.493,2.6814,126028
02050202,2682,2682000000,23.677,34.912,11.235,31.7995,1.2412,85286.1
02050203,2027,2027000000,0,37.811,37.811,31.1141,2.0726,63068.4
02050204,2001,2001000000,0,36.04,36.04,29.7949,3.552,59619.6
02050205,2542,2542000000,0,34.88,34.88,29.7527,2.1269,75631.5
02050206,4673,4673000000,0,37.473,37.473,29.3198,2.6919,137011
02050302,2566,2566000000,0,32.849,32.849,27.3759,2.2262,70246.5
02050303,2487,2487000000,0,32.986,32.986,25.602,3.8075,63672.1
02070001,3833,3833000000,0,37.919,37.919,28.2676,2.445,108350
02070002,3477,3477000000,0,34.34,34.34,27.8748,2.9825,96920.5
03150105,4144,4144000000,0,47.292,47.292,37.6168,8.3839,155884
03150106,6688,6688000000,0,47.131,47.131,36.8537,7.0101,246478
03150202,4733,4733000000,0,48.019,48.019,37.4108,3.3793,177065
03160101,4662,4662000000,0,47.399,47.399,39.0204,7.4285,181913
03160103,2247,2247000000,0,46.019,46.019,39.8485,2.5145,89539.5
03160105,2062,2062000000,0,48.784,48.784,39.8876,3.1929,82248.3
03160106,4225,4225000000,0,49.925,49.925,38.0476,6.4535,160751
03160107,2041,2041000000,0,48.785,48.785,38.6024,3.9613,78787.5
03160109,3562,3562000000,0,46.771,46.771,36.5828,4.4261,130308
03160110,2582,2582000000,0,44.76,44.76,33.5027,9.1288,86503.9
03160111,3136,3136000000,0,44.797,44.797,35.2156,5.1643,110436
03160112,3218,3218000000,0,48.567,48.567,34.3103,6.8666,110411
03160113,3761,3761000000,0,50.465,50.465,38.209,6.3008,143704
04100011,4705,4705000000,0,36.158,36.158,21.2092,2.1398,99789.4
04100012,1971,1971000000,0,28.579,28.579,21.9542,2.2794,43271.8
04110001,2313,2313000000,0,34.023,34.023,23.3752,3.988,54066.8
04110002,2098,2098000000,0,34.158,34.158,23.8206,5.7951,49975.6
04110003,1633,1633000000,0,32.904,32.904,24.5194,6.2106,40040.1
04110004,1828,1828000000,0,33.849,33.849,26.5683,2.0051,48566.8
04120101,2230,2230000000,0,31.104,31.104,25.764,4.7398,57453.7
