HUC_8,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
02050104,3583,3583000000,24.049,39.129,15.08,29.7707,2.7819,106668
02050106,5190,5190000000,25.898,49.485,23.587,33.019,4.5616,171369
02050107,4582,4582000000,30.982,56.06,25.078,41.2966,4.6836,189221
02050201,4133,4133000000,29.794,48.458,18.664,37.4537,3.276,154796
02050202,2682,2682000000,32.119,43.812,11.693,37.3489,2.066,100170
02050203,2027,2027000000,31.487,46.019,14.532,36.7467,1.8933,74485.6
02050204,2001,2001000000,29.67,49.991,20.321,36.6042,4.0386,73245.1
02050205,2542,2542000000,24.011,40.506,16.495,31.491,3.2551,80050
02050206,4673,4673000000,28.462,52.121,23.659,37.129,4.2199,173504
02050302,2566,2566000000,29.678,49.6,19.922,35.818,3.9472,91908.9
02050303,2487,2487000000,31.174,49.014,17.84,35.7382,2.8168,88881
02070001,3833,3833000000,21.647,46.335,24.688,30.0735,3.9191,115272
02070002,3477,3477000000,29.642,49.441,19.799,37.2993,4.2613,129690
03150105,4144,4144000000,35.116,51.968,16.852,42.6006,3.1067,176537
03150106,6688,6688000000,42.08,63.977,21.897,49.1754,3.0229,328885
03150202,4733,4733000000,44.798,59.603,14.805,50.4011,2.435,238548
03160101,4662,4662000000,37.207,52.751,15.544,46.9512,2.9369,218887
03160103,2247,2247000000,45.193,54.452,9.259,50.209,1.5736,112820
03160105,2062,2062000000,47.592,55.197,7.605,51.3503,1.5908,105884
03160106,4225,4225000000,47.128,60.515,13.387,51.3173,2.2687,216816
03160107,2041,2041000000,48.225,56.259,8.034,52.2424,1.4326,106627
03160109,3562,3562000000,43.422,55.907,12.485,49.3726,2.3973,175865
03160110,2582,2582000000,44.214,54.687,10.473,49.0824,1.539,126731
03160111,3136,3136000000,42.632,62.989,20.357,49.6433,3.4066,155681
03160112,3218,3218000000,44.213,55.828,11.615,50.4536,2.3386,162360
03160113,3761,3761000000,45.672,56.379,10.707,51.6146,1.608,194123
04100011,4705,4705000000,22.786,32.478,9.692,27.1883,1.3127,127921
04100012,1971,1971000000,23.1,33.344,10.244,27.3576,2.0355,53921.8
04110001,2313,2313000000,23.577,39.756,16.179,30.646,2.6803,70884.3
04110002,2098,2098000000,26.408,45.232,18.824,34.5046,2.9242,72390.7
04110003,1633,1633000000,28.732,44.79,16.058,36.3214,3.3109,59312.9
04110004,1828,1828000000,30.899,45.581,14.682,37.4172,2.872,68398.6
04120101,2230,2230000000,29.676,59.637,29.961,41.1342,5.4645,91729.2
04130002,3688,3688000000,25.105,45.539,20.434,33.9052,4.2645,125042
05010001,6724,6724000000,28.57,55.583,27.013,40.9925,5.2265,275634
05010002,2330,2330000000,38.533,60.42,21.887,49.8344,4.165,116114
05010003,4361,4361000000,34.277,51.843,17.566,43.3837,3.2048,189197
05010004,3197,3197000000,36.958,58.497,21.539,44.5692,3.4922,142488
05010005,3230,3230000000,33.812,46.329,12.517,39.131,1.9518,126393
05010006,4361,4361000000,29.285,44.522,15.237,34.5691,2.2478,150756
05010007,3560,3560000000,34.604,51.132,16.528,41.7616,3.3456,148671
05010008,1333,1333000000,29.44,49.362,19.922,38.6597,4.3454,51533.4
05010009,1283,1283000000,28.54,36.175,7.635,31.8034,1.4903,40803.8
05020001,3564,3564000000,36.095,51.803,15.708,42.3345,3.0848,150880
05020002,2280,2280000000,33.342,43.144,9.802,37.7236,1.8035,86009.7
05020003,1200,1200000000,36.295,47.239,10.944,41.6272,2.1562,49952.6
05020004,3679,3679000000,35.115,53.654,18.539,43.8307,2.7917,161253
05020005,3819,3819000000,29.362,53.815,24.453,37.0862,2.8877,141632
05020006,4570,4570000000,30.742,53.975,23.233,42.9318,4.0312,196198
05030101,5142,5142000000,25.933,37.081,11.148,31.5974,2.0036,162474
05030102,2761,2761000000,27.154,44.56,17.406,36.3593,3.0386,100388
05030103,2958,2958000000,27.115,40.704,13.589,33.0956,1.6277,97896.7
05030104,291,291000000,26.799,32.317,5.518,29.7129,1.2722,8646.46
05030105,2168,2168000000,28.3,45.625,17.325,33.9668,3.3005,73639.9
05030106,3915,3915000000,28.84,40.977,12.137,36.4633,2.1431,142754
05030201,4696,4696000000,32.478,41.331,8.853,37.6325,1.5926,176722
05030202,3673,3673000000,31.215,39.408,8.193,34.8133,1.344,127869
05030203,5980,5980000000,32.159,48.024,15.865,37.1466,1.9002,222137
05030204,3101,3101000000,32.868,41.377,8.509,36.6257,1.3991,113576
05040001,6715,6715000000,29.086,37.743,8.657,33.0679,1.6604,222051
05040002,2608,2608000000,28.656,37.794,9.138,33.0715,1.7547,86250.4
05040003,3228,3228000000,30.032,41.174,11.142,34.7907,2.2455,112304
05040004,4066,4066000000,30.353,41.298,10.945,35.7246,1.8706,145256
05040005,2204,2204000000,29.843,39.211,9.368,33.5718,1.769,73992.3
05040006,2019,2019000000,31.571,44.802,13.231,39.3813,2.324,79510.8
05050002,4348,4348000000,25.9,41.144,15.244,32.0729,2.4255,139453
05050003,4256,4256000000,29.601,48.699,19.098,34.9332,2.7278,148676
05050004,1794,1794000000,29.962,39.602,9.64,35.3018,1.8499,63331.4
05050005,3677,3677000000,30.787,48.934,18.147,39.8965,3.4843,146699
05050006,1338,1338000000,30.151,40.659,10.508,36.1347,1.5991,48348.2
05050007,3978,3978000000,32.241,51.569,19.328,38.8953,3.8485,154726
05050008,2393,2393000000,32.396,40.429,8.033,36.2866,1.2557,86833.7
05050009,2311,2311000000,33.929,50.98,17.051,40.4337,3.0636,93442.2
05060001,8283,8283000000,27.946,44.332,16.386,33.6838,3.5103,279003
05060002,5617,5617000000,33.265,43.034,9.769,37.2248,1.7925,209092
05060003,2964,2964000000,35.11,41.261,6.151,37.4817,1.0192,111096
05070101,2430,2430000000,34.523,52.321,17.798,41.66,4.0506,101234
05070102,1917,1917000000,34.169,49.247,15.078,39.5554,2.2984,75827.7
05070201,4034,4034000000,31.375,51.42,20.045,39.9625,3.4582,161209
05070202,3138,3138000000,29.839,47.675,17.836,36.7698,3.1013,115384
05070203,2877,2877000000,30.867,50.554,19.687,38.7312,3.0157,111430
05070204,1067,1067000000,34.444,42.713,8.269,38.0274,1.4071,40575.2
05090101,3776,3776000000,32.475,39.842,7.367,35.9354,1.4775,135692
05090102,1151,1151000000,35.267,47.757,12.49,40.4497,1.9939,46557.6
05090103,2614,2614000000,34.407,55,20.593,39.4116,4.0613,103022
05090104,1875,1875000000,36.136,51.217,15.081,40.358,2.6431,75671.3
05090201,5448,5448000000,32.709,53.501,20.792,40.1353,2.7646,218657
05100101,7199,7199000000,33.622,55.785,22.163,44.001,4.8678,316764
05100102,2391,2391000000,34.364,48.148,13.784,41.4689,2.5993,99152.2
05100201,3429,3429000000,36.219,52.91,16.691,42.2742,2.6658,144958
05100202,1444,1444000000,38.303,53.231,14.928,43.2566,2.6092,62462.5
05100203,1939,1939000000,39.601,50.87,11.269,44.4118,1.8404,86114.5
05100204,2840,2840000000,40.388,52.833,12.445,46.4917,2.6077,132037
05100205,8395,8395000000,37.907,52.479,14.572,42.9671,2.2524,360709
05110001,8121,8121000000,44.639,54.957,10.318,49.6117,1.7348,402896
05130101,6044,6044000000,40.864,64.129,23.265,48.9013,3.5833,295559
05130102,1978,1978000000,43.222,51.615,8.393,46.7757,1.4541,92522.3
05130103,4872,4872000000,43.111,52.276,9.165,47.9639,1.625,233680
05130104,3586,3586000000,43.466,59.329,15.863,47.9078,2.1766,171797
05130105,2455,2455000000,41.73,53.821,12.091,47.041,2.4039,115486
05130106,2057,2057000000,42.007,51.737,9.73,46.0489,1.744,94722.6
05130107,2037,2037000000,40.779,59.092,18.313,46.6776,3.8882,95082.4
05130108,4657,4657000000,41.489,54.051,12.562,47.3551,2.7572,220533
05130203,2418,2418000000,39.404,55.706,16.302,43.5929,2.0041,105408
06010201,3504,3504000000,35.63,66.766,31.136,43.8593,5.3657,153683
06010205,5096,5096000000,29.485,55.316,25.831,38.5395,4.5159,196397
06010206,2444,2444000000,34.999,60.514,25.515,44.546,3.6227,108871
06010207,1642,1642000000,40.391,58.067,17.676,43.9584,2.4856,72179.6
06010208,2248,2248000000,44.287,61.218,16.931,50.532,2.3839,113596
06020001,4842,4842000000,36.257,59.558,23.301,45.3729,4.5874,219696
06020004,1556,1556000000,42.317,59.445,17.128,48.9336,3.9428,76140.7
06030001,5161,5161000000,44.054,55.233,11.179,48.8193,2.1551,251956
06030002,7498,7498000000,42.635,57.402,14.767,47.0053,2.6537,352446
06030003,3320,3320000000,40.116,54.958,14.842,45.8312,2.8074,152160
06030004,2498,2498000000,40.747,50.866,10.119,45.5656,1.9603,113823
06030005,5905,5905000000,40.862,56.022,15.16,47.0744,3.4249,277974
06030006,2450,2450000000,43.191,51.773,8.582,48.0788,1.8513,117793
06040002,3060,3060000000,39.803,50.235,10.432,44.392,2.3041,135839
