HUC_8,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
05060003,30.8128,27.6345,23.7726,26.2364,26.2108,24.4246,23.8561,22.1857,23.3906,30.4178,31.5672,24.3867,28.3279,24.2248,25.2019,26.7939,28.2638,26.3911,28.5401,20.5343,29.646,27.9154,28.1547,31.6506,28.4816,23.3767,28.9271,23.3839,24.6583,28.0598,26.8354,31.2092
05070101,33.5569,33.76,35.3536,32.4422,33.7281,31.495,33.6698,29.9626,30.6556,36.2325,35.6487,31.4157,35.5933,31.0727,34.0849,31.4773,36.6695,32.1025,32.6045,29.8066,34.6837,32.9102,34.5304,36.6121,35.4664,31.4104,37.102,30.0107,33.0577,36.2757,33.9625,35.7974
05070102,34.1154,32.9212,35.219,32.6181,32.8943,32.6331,30.5172,31.2375,29.3713,38.5531,38.1714,30.1141,35.1841,32.2183,33.0833,32.7543,38.5151,33.0207,34.3414,28.5689,36.0857,31.0786,31.753,37.6953,36.416,32.4036,35.8237,27.6201,31.8833,36.1396,35.431,37.1639
05070201,33.5265,33.8814,36.6532,32.5712,34.32,32.7396,32.2713,32.0463,29.9336,37.77,37.1789,30.6535,35.5116,31.6709,33.5668,31.9644,37.3079,32.7192,33.9795,29.3053,35.0793,32.6452,34.5022,36.7188,36.0967,32.389,37.6765,29.7976,31.0661,37.2632,35.0041,37.4956
05070202,35.0178,35.2272,37.482,33.451,35.0466,32.9747,33.6766,33.5845,28.7161,38.8563,37.5876,34.0636,35.6499,32.4436,35.8072,32.6177,37.289,33.601,35.7249,30.0084,34.8496,34.7296,34.9329,36.7414,36.5674,32.0127,37.1908,28.5626,30.7833,36.9306,35.706,38.2308
05070203,33.6536,34.3748,36.2191,34.1141,34.879,33.7048,30.7625,32.189,30.86,38.7296,37.4669,32.8106,36.8045,37.1661,36.1166,32.2595,37.1845,35.259,36.0872,28.632,36.925,33.8493,34.7034,37.485,38.7352,31.6917,37.9764,29.7393,30.7291,38.9668,36.4797,39.7
05070204,30.8436,32.7495,35.3764,33.0508,31.7643,32.2687,29.4855,30.5541,27.9832,38.1288,36.0646,28.3471,34.0456,34.7555,31.4632,32.5021,36.7317,33.7967,34.607,27.8507,36.6795,32.0804,32.7038,37.2111,37.0434,30.2237,36.6183,28.887,29.0834,36.7276,34.7538,38.0782
05090101,32.8804,30.2761,30.511,29.71,27.8793,30.5255,28.1623,24.6486,24.8954,36.0719,34.3861,27.7011,29.8809,27.4681,30.359,30.0731,34.2663,29.9363,31.2138,25.1086,32.3471,28.2845,30.9304,35.5394,32.3216,26.3516,31.2073,25.9254,29.8377,32.5806,32.7509,34.1327
05090102,32.8225,32.2521,35.8044,32.865,32.8086,32.8842,29.4206,31.8322,29.5144,38.9968,37.6044,28.0889,34.5469,33.2013,31.2557,32.7644,37.0767,32.5868,33.6346,28.3316,35.902,31.2103,31.9247,37.3364,35.588,31.0431,36.312,27.9085,30.5499,36.2442,34.8623,37.7045
05090103,32.4639,31.7441,32.6541,29.5327,29.9837,31.4278,30.1161,26.4993,27.3306,36.8317,35.0613,28.917,31.9925,29.0716,31.4843,32.2908,34.5176,31.1736,32.402,25.9061,35.3271,30.925,32.4416,37.1072,34.9263,28.3335,32.8725,26.3738,29.1106,35.1861,33.2086,35.4209
05090104,30.4022,32.2412,35.2376,31.5993,30.4938,32.1763,30.938,29.4303,28.1594,37.5168,36.318,29.0768,33.3396,33.5429,30.9167,33.3879,36.0572,33.472,33.4637,27.7077,36.9806,32.1009,33.9337,37.332,37.5144,31.1092,36.5342,28.9368,29.0971,36.7277,33.9317,37.6568
05090201,31.2381,31.3911,29.4561,27.6616,28.7671,27.4238,27.9832,25.1702,25.2802,33.8551,33.3216,28.8378,31.8151,28.5723,29.1177,29.5036,31.7463,28.1691,31.0349,23.6456,32.876,32.561,28.6629,34.9105,32.2326,26.9723,31.053,23.6296,27.067,32.8044,29.4954,33.1869
05100101,31.6636,33.1467,33.3119,29.536,29.2746,30.9077,28.5908,28.5327,29.3563,35.6254,36.2356,30.9145,34.2195,33.2639,31.5861,32.0178,34.6707,31.9873,34.2236,26.1722,35.7062,34.2121,31.5653,36.757,36.8058,29.1496,34.3628,28.2723,28.9755,36.6277,32.0902,37.0304
05100102,31.6087,33.0908,32.7073,28.6729,28.046,30.2337,26.8277,26.517,28.1667,34.4818,35.5796,30.5328,34.1519,31.5855,30.2915,32.3058,33.9501,31.2749,34.7095,25.5223,31.9523,35.5175,31.0844,36.5602,36.8496,28.0347,33.525,27.929,28.7709,36.2291,32.0731,36.6159
05100201,32.53,34.6087,37.3692,32.7017,34.1233,36.2101,30.6871,32.153,31.7175,39.2883,39.9146,36.4703,37.6887,36.6678,35.432,32.5338,37.1888,34.5109,36.2651,28.3919,37.0335,35.4577,35.2046,37.9325,39.4442,31.9435,38.4625,28.6371,32.1124,38.8891,36.1036,40.3652
05100202,32.6999,35.8865,39.1707,33.6392,34.8855,37.6549,32.6316,35.3504,31.8129,40.1179,42.1588,39.2983,38.5088,36.572,37.4382,33.1841,38.8267,35.1127,36.6462,30.0539,37.7533,35.2352,35.1732,38.6928,40.1644,33.2183,40.363,30.6795,33.2707,39.3253,37.6076,41.1266
05100203,31.3019,35.3815,37.3126,33.662,33.7893,37.0318,31.9429,33.1033,32.2657,39.9468,41.4436,37.5074,38.3969,36.1703,37.6327,34.1141,39.1524,35.2015,36.806,29.1337,37.5722,34.1648,34.6924,39.0037,40.6521,31.978,39.1528,29.791,31.3192,39.4905,37.1796,40.3939
05100204,30.467,34.5315,34.5803,31.2604,30.3883,33.7621,28.9247,31.8942,31.254,37.9526,39.0067,33.7456,34.6034,34.4086,33.2553,33.2765,36.3114,34.1937,34.3742,26.676,35.7388,32.9461,33.4416,37.0126,39.7596,30.0522,37.268,31.0214,29.8185,36.9075,33.1065,37.0224
05100205,30.4105,33.2263,31.3729,29.5299,29.5551,31.0532,28.6151,26.7623,28.653,34.7909,36.0896,30.9523,35.4978,32.1744,30.254,32.7436,35.2529,30.5581,35.1577,25.8223,32.3044,33.1083,30.4004,36.5619,35.8127,27.5095,35.8795,27.1305,27.0639,35.1213,30.1455,34.1985
05110001,30.7374,36.6759,36.1801,28.8164,31.828,33.648,31.5293,30.4339,31.1446,34.5059,34.3964,30.7422,36.2768,31.2057,33.1258,34.6824,37.7192,32.141,34.0836,28.0506,34.3113,33.1562,34.2721,38.1468,37.4238,30.5147,37.4592,28.6518,28.1408,37.237,31.0388,34.3356
05130101,31.7207,37.2882,38.3051,34.0569,35.2635,35.708,33.2946,33.8355,34.3451,39.7612,39.4536,36.3153,38.0469,35.0838,37.9905,34.2537,38.4293,34.3853,35.3108,31.9556,35.4698,34.9748,34.2324,38.9498,39.0709,32.2143,37.6252,29.5154,31.7566,39.1837,36.782,39.5933
05130102,28.3324,36.4464,35.4695,32.3458,31.0839,33.652,30.8151,30.017,32.122,38.2505,37.3655,33.3051,36.0696,34.7113,35.3274,35.4204,38.5539,34.1314,35.5736,30.5224,35.4734,32.4274,33.6324,37.657,39.6574,29.7401,36.6148,27.5993,29.0744,37.0486,34.3466,35.3242
05130103,27.0431,34.8852,34.3426,30.1346,29.6106,32.2613,29.5663,30.0475,29.4355,35.4877,32.4455,29.518,34.6732,29.8085,35.6766,33.3438,36.6041,32.2777,32.8279,29.8817,32.1253,31.7664,31.9546,36.8239,36.9201,28.7514,35.5782,27.6526,26.7923,35.6147,32.8965,33.9885
05130104,28.6983,34.8364,35.8657,30.6043,32.2386,34.7579,29.9838,32.6315,30.6361,38.6871,34.9092,32.1812,37.2266,32.2157,37.2941,33.9408,36.5192,33.1483,33.1045,33.0219,33.7011,34.3298,34.5589,38.0836,38.0362,30.6794,36.8692,28.7591,31.5234,38.2043,35.3386,37.7008
05130105,26.7183,34.2825,34.3277,29.606,29.483,32.1281,30.2462,29.6816,27.9262,35.9348,32.4615,30.5014,35.6032,29.5738,35.7467,32.8407,34.767,31.7004,32.8241,31.2463,31.64,33.6918,31.5117,36.4185,37.1574,29.2472,33.9839,28.4352,29.2229,35.6264,32.8634,34.5213
05130106,27.8938,36.3921,36.713,30.8444,30.3892,31.9363,31.8059,28.6092,27.5699,36.37,33.9309,31.8994,36.2649,30.0828,36.1164,33.0422,36.0154,33.23,35.0634,31.1,32.0533,34.9813,32.1176,37.9088,38.6804,29.9221,32.611,28.6513,29.6756,36.0242,33.6243,35.3288
05130107,29.2601,36.6685,34.9422,33.2148,35.9311,33.8555,33.67,31.455,30.0053,38.727,34.873,33.4721,37.4507,32.3538,38.1224,37.6484,37.296,33.9589,35.7066,31.2143,35.1625,36.7103,33.4913,38.101,38.8662,33.2753,35.0279,27.9636,31.0312,36.2251,31.7201,37.1309
05130108,29.4187,36.4275,35.4311,30.7885,33.5108,32.4684,32.2844,30.047,29.1835,38.3742,33.1394,31.8143,36.3302,31.1018,36.7789,36.12,36.4411,33.1996,35.6961,30.8726,34.0396,33.6647,32.4266,37.8788,38.24,31.7095,33.7691,27.2467,30.3041,36.087,32.231,35.6834
05130203,30.2494,34.1121,34.9449,29.2423,33.3214,30.4064,31.1178,26.9757,26.2202,36.2334,31.1126,31.4421,34.14,30.9661,35.9721,33.905,36.5834,32.1037,32.4131,30.179,31.8533,33.3771,30.7784,35.9147,35.3578,29.648,32.9187,26.1829,29.3812,34.9753,31.4041,33.9668
06010201,28.2121,32.9658,34.6667,28.5566,32.9408,29.3706,26.551,27.6827,28.8639,35.9385,33.75,33.7825,34.1576,29.7475,33.9668,30.2753,34.7732,32.2093,31.3288,31.6533,31.3885,31.8078,30.6356,36.2338,34.2823,32.8446,33.6846,26.3175,29.9372,35.9786,31.496,32.5932
06010205,31.6056,34.5401,35.0124,30.5386,32.1576,30.7664,30.7447,29.8451,28.5091,36.4167,35.3183,34.2193,33.1224,29.7321,33.4338,29.6763,35.2895,31.5067,32.2006,29.8456,31.797,32.3639,31.2717,36.708,35.3428,30.2046,35.5083,27.3311,28.9229,35.5677,33.4472,35.2772
06010206,32.6511,36.6993,37.0042,32.1197,34.4553,33.6055,32.3834,32.1969,31.9433,38.3653,37.5194,38.0348,35.4957,33.2056,36.0655,31.415,37.3801,33.2339,33.7183,31.16,32.7443,34.2986,31.7215,37.5625,36.6745,31.3308,36.1535,29.3344,29.4664,37.1264,35.6582,38.3971
06010207,27.569,33.7696,33.71,29.8725,34.1156,32.6238,28.189,29.9269,29.8389,37.9918,34.4981,35.8815,34.1568,30.1312,35.8838,30.3007,36.6377,34.1855,31.4153,32.5648,32.3788,32.052,32.2733,38.4134,36.1156,32.6118,34.8253,26.2311,29.7516,38.8649,34.4487,34.2727
06010208,28.0452,35.3259,36.5612,29.6716,34.4161,34.3869,30.4178,31.3809,31.7207,38.2035,35.0149,33.5076,37.2879,30.3721,36.8444,34.2879,36.4566,32.9486,34.3313,33.8975,33.0039,33.4904,33.7632,38.2036,37.6073,33.8482,36.2557,30.396,32.1824,37.496,35.3725,35.8095
06020001,28.4049,31.1332,31.3907,29.971,33.0858,30.8216,26.6583,27.8149,28.6983,36.5254,34.7163,32.4332,34.4739,26.9736,36.2995,30.7199,33.1035,31.8789,29.1001,30.7562,30.7505,33.5492,30.268,37.3824,33.2333,34.4029,32.4577,27.139,31.6797,34.2921,29.5392,31.7677
06020004,29.4177,34.2029,33.3579,33.1049,35.5565,34.8366,30.9134,30.7415,31.5655,38.8674,36.7759,33.9041,37.5563,30.9879,38.929,36.0381,36.1555,32.7392,32.7308,32.3572,33.1436,34.5702,32.7846,38.3389,37.4512,36.6937,34.4195,29.0866,32.9307,36.6404,31.3486,33.4322
06030001,26.1313,29.4502,27.3786,27.8629,29.4991,30.5729,26.666,26.7849,27.5829,33.0455,31.5536,30.0312,32.752,26.4514,33.4643,28.7759,31.2864,29.5169,26.789,29.0984,28.7295,32.2535,29.8169,31.5235,31.0287,30.5311,28.8229,25.6242,28.8973,31.1115,26.9346,30.7328
06030002,28.9759,31.2022,31.9903,28.5949,30.9926,33.1338,31.9433,28.6157,28.056,36.4624,30.92,31.072,33.9714,30.985,36.5808,30.8735,34.096,32.9812,30.8385,30.6637,28.1334,36.3139,31.2653,34.2074,35.3687,31.6951,29.4785,24.5937,31.6655,35.1161,29.7332,33.0792
06030003,29.7771,33.5214,34.0692,32.9724,33.5705,34.4969,33.1092,29.5779,30.6104,37.7989,34.3555,34.8057,36.4344,33.4832,37.2793,35.7453,37.7106,33.8805,36.206,31.0053,34.2695,39.5205,31.3996,37.565,38.3474,34.4401,32.1196,26.1767,32.1985,35.4345,31.2484,37.3125
06030004,32.9231,35.7096,35.481,33.2781,32.6933,35.3834,33.945,29.8861,29.9621,39.3836,33.8105,34.9015,36.8931,33.6421,39.767,37.6302,39.4914,36.2661,39.2863,32.6894,32.9839,41.342,34.3386,37.7579,41.4445,34.921,34.4374,27.184,33.8491,38.3511,32.4832,37.5906
06030005,31.467,34.2085,32.4676,29.6552,29.9231,32.809,31.4306,26.1274,28.3452,36.3546,30.0525,33.9636,35.3345,32.3767,38.3664,33.86,35.453,35.6271,35.3699,29.6752,27.853,37.0374,32.7231,36.2413,38.6986,32.2043,31.155,24.6455,31.7673,37.0458,31.8093,34.7148
06030006,30.0095,32.2258,31.2137,29.4031,28.4686,31.5944,28.9916,24.6294,27.1114,34.926,28.7197,33.0504,35.1087,31.9794,35.7959,31.564,33.0538,33.8646,31.9671,28.3501,25.4734,34.5898,32.9689,35.0905,35.6503,30.2257,28.0163,24.8988,31.7098,34.9077,29.5588,31.7885
06040002,30.8131,34.0429,34.4951,32.4821,33.9618,33.746,32.5917,29.5929,29.4492,38.2247,34.5394,35.2793,36.689,34.1515,36.7861,36.7327,38.1129,34.1392,36.5322,30.7628,34.4183,38.3121,31.5963,37.6415,38.9612,32.58,32.9805,27.7851,31.2777,34.9674,31.2007,37.2645
