HUC_8,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
02050104,3583,3583000000,0,32.469,32.469,23.7003,2.8185,84918.2
02050106,5190,5190000000,0,33.776,33.776,24.7543,3.1935,128475
02050107,4582,4582000000,0,37.1,37.1,26.6025,3.863,121893
02050201,4133,4133000000,0,34.954,34.954,27.6791,2.6451,114398
02050202,2682,2682000000,21.415,32.164,10.749,29.6693,1.3146,79572.9
02050203,2027,2027000000,0,36.649,36.649,28.3091,2.2073,57382.5
02050204,2001,2001000000,0,34.118,34.118,27.407,3.6872,54841.4
02050205,2542,2542000000,0,31.909,31.909,25.3286,2.1839,64385.3
02050206,4673,4673000000,0,36.075,36.075,27.1374,2.4588,126813
02050302,2566,2566000000,0,30.982,30.982,24.8328,1.8565,63720.9
02050303,2487,2487000000,0,31.328,31.328,22.4489,3.536,55830.4
02070001,3833,3833000000,0,37.243,37.243,25.7469,2.863,98687.9
02070002,3477,3477000000,0,33.52,33.52,25.1776,3.548,87542.5
03150105,4144,4144000000,0,40.43,40.43,27.0559,6.3138,112120
03150106,6688,6688000000,0,42.787,42.787,26.6824,5.4992,178452
03150202,4733,4733000000,0,44.206,44.206,31.1468,3.0713,147418
03160101,4662,4662000000,0,43.578,43.578,31.2802,6.3367,145828
03160103,2247,2247000000,0,40.831,40.831,33.4128,3.1875,75078.6
03160105,2062,2062000000,0,45.491,45.491,34.0725,3.7957,70257.5
03160106,4225,4225000000,0,45.037,45.037,32.0068,5.7665,135229
03160107,2041,2041000000,0,44.491,44.491,32.5074,4.0273,66347.6
03160109,3562,3562000000,0,40.64,40.64,29.4266,3.9511,104817
03160110,2582,2582000000,0,39.831,39.831,26.7827,7.3698,69152.9
03160111,3136,3136000000,0,40.32,40.32,28.0737,4.2946,88039
03160112,3218,3218000000,0,45.739,45.739,28.8965,6.3377,92989
03160113,3761,3761000000,0,44.824,44.824,30.8237,5.6092,115928
04100011,4705,4705000000,0,37.483,37.483,27.251,2.4352,128216
04100012,1971,1971000000,0,33.404,33.404,26.3122,2.4675,51861.3
04110001,2313,2313000000,0,34.727,34.727,24.9855,4.2259,57791.4
04110002,2098,2098000000,0,34.384,34.384,24.6766,6.0645,51771.4
04110003,1633,1633000000,0,32.628,32.628,25.4897,6.4915,41624.7
04110004,1828,1828000000,0,34.305,34.305,28.3108,2.1955,51752.2
04120101,2230,2230000000,0,32.455,32.455,27.0278,4.877,60272
04130002,3688,3688000000,0,34.178,34.178,26.0256,3.0242,95982.6
05010001,6724,6724000000,0,35.022,35.022,28.7579,3.387,193368
05010002,2330,2330000000,0,35.248,35.248,28.5241,5.7597,66461.1
05010003,4361,4361000000,0,38.695,38.695,31.1721,2.781,135942
05010004,3197,3197000000,0,38.182,38.182,29.8131,3.5631,95312.5
05010005,3230,3230000000,0,36.502,36.502,29.8524,2.0617,96423.3
05010006,4361,4361000000,0,36.938,36.938,29.7823,2.6244,129880
05010007,3560,3560000000,0,35.941,35.941,27.9189,3.0893,99391.4
05010008,1333,1333000000,0,38.19,38.19,29.0148,2.9863,38676.7
05010009,1283,1283000000,0,33.079,33.079,27.5455,7.0341,35340.9
05020001,3564,3564000000,0,39.443,39.443,32.0799,1.8509,114333
05020002,2280,2280000000,0,40.414,40.414,31.1121,2.5223,70935.5
05020003,1200,1200000000,0,39.338,39.338,30.1146,2.5801,36137.5
05020004,3679,3679000000,0,36.529,36.529,30.8501,2.106,113498
05020005,3819,3819000000,0,39.152,39.152,28.2658,6.2276,107947
05020006,4570,4570000000,0,38.501,38.501,28.1899,3.5023,128828
05030101,5142,5142000000,0,34.498,34.498,24.6466,5.7176,126733
05030102,2761,2761000000,0,37.87,37.87,27.0787,6.3737,74764.2
05030103,2958,2958000000,0,36.351,36.351,25.6689,5.6629,75928.5
05030104,291,291000000,0,32.517,32.517,24.1351,7.0723,7023.32
05030105,2168,2168000000,0,35.144,35.144,27.7089,3.7832,60072.8
05030106,3915,3915000000,0,36.909,36.909,27.7136,3.2458,108499
05030201,4696,4696000000,0,39.582,39.582,28.0149,2.6579,131558
05030202,3673,3673000000,0,40.493,40.493,26.0805,4.5445,95793.6
05030203,5980,5980000000,0,40.213,40.213,31.2797,1.6814,187053
05030204,3101,3101000000,0,37.656,37.656,26.0299,2.105,80718.8
05040001,6715,6715000000,0,37.021,37.021,25.1588,3.6137,168941
