HUC_8,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
02050104,3583,3583000000,0,33.465,33.465,24.5142,2.7487,87834.5
02050106,5190,5190000000,0,30.255,30.255,23.3916,2.7453,121403
02050107,4582,4582000000,0,36.219,36.219,25.195,3.6343,115443
02050201,4133,4133000000,0,35.04,35.04,27.7967,2.5642,114884
02050202,2682,2682000000,21.688,33.024,11.336,28.7502,1.2217,77108.2
02050203,2027,2027000000,0,34.178,34.178,27.1581,1.7365,55049.4
02050204,2001,2001000000,0,32.636,32.636,26.7806,3.3013,53588
02050205,2542,2542000000,0,32.047,32.047,24.9685,1.8629,63469.9
02050206,4673,4673000000,0,32.214,32.214,25.1772,2.2975,117653
02050302,2566,2566000000,0,31.613,31.613,26.277,1.65,67426.7
02050303,2487,2487000000,0,32.89,32.89,25.8188,3.7567,64211.4
02070001,3833,3833000000,0,39.694,39.694,31.2354,2.7558,119725
02070002,3477,3477000000,0,36.484,36.484,29.537,3.0257,102700
03150105,4144,4144000000,0,46.055,46.055,32.0149,7.0934,132670
03150106,6688,6688000000,0,47.134,47.134,33.3283,6.2963,222900
03150202,4733,4733000000,0,47.21,47.21,33.4899,3.1675,158508
03160101,4662,4662000000,0,46.963,46.963,34.3264,6.6271,160030
03160103,2247,2247000000,0,45.718,45.718,37.5962,2.4924,84478.6
03160105,2062,2062000000,0,47.65,47.65,38.0182,3.3934,78393.5
03160106,4225,4225000000,0,46.769,46.769,34.612,6.0419,146236
03160107,2041,2041000000,0,46.53,46.53,36.8232,3.9404,75156.1
03160109,3562,3562000000,0,44.676,44.676,35.037,4.0951,124802
03160110,2582,2582000000,0,44.469,44.469,32.1238,8.4948,82943.8
03160111,3136,3136000000,0,43.757,43.757,34.3432,5.4517,107700
03160112,3218,3218000000,0,48.89,48.89,32.3622,6.4971,104142
03160113,3761,3761000000,0,49.65,49.65,33.4553,5.8236,125825
04100011,4705,4705000000,0,36.337,36.337,23.1008,1.9215,108689
04100012,1971,1971000000,0,29.205,29.205,23.8966,2.2671,47100.1
04110001,2313,2313000000,0,32.633,32.633,24.524,4.1021,56723.9
04110002,2098,2098000000,0,33.819,33.819,24.0307,5.7701,50416.4
04110003,1633,1633000000,0,32.427,32.427,22.752,5.8504,37153.9
04110004,1828,1828000000,0,32.396,32.396,25.4161,2.2725,46460.6
04120101,2230,2230000000,0,31.52,31.52,25.1817,4.5269,56155.3
04130002,3688,3688000000,0,34.961,34.961,26.0598,2.6917,96108.7
05010001,6724,6724000000,0,34.204,34.204,28.3692,3.3245,190754
05010002,2330,2330000000,0,34.408,34.408,27.0635,5.4219,63057.9
05010003,4361,4361000000,0,38.453,38.453,30.1879,2.808,131649
05010004,3197,3197000000,0,38.302,38.302,27.6199,3.3266,88301
05010005,3230,3230000000,0,36.663,36.663,29.6211,2.2544,95676.1
05010006,4361,4361000000,0,37.454,37.454,29.6416,2.5307,129267
05010007,3560,3560000000,0,37.007,37.007,28.8833,3.12,102825
05010008,1333,1333000000,0,37.205,37.205,29.271,2.8776,39018.2
05010009,1283,1283000000,0,31.998,31.998,27.356,6.9072,35097.7
05020001,3564,3564000000,0,38.742,38.742,32.0214,1.9882,114124
05020002,2280,2280000000,0,40.967,40.967,33.8523,2.6587,77183.4
05020003,1200,1200000000,0,39.946,39.946,33.3487,2.8374,40018.4
05020004,3679,3679000000,0,36.5,36.5,31.1453,2.0296,114584
05020005,3819,3819000000,0,38.487,38.487,29.4653,6.4987,112528
05020006,4570,4570000000,0,37.813,37.813,30.1013,3.4015,137563
05030101,5142,5142000000,0,35.548,35.548,26.0375,5.9191,133885
05030102,2761,2761000000,0,37.542,37.542,26.5022,6.1799,73172.6
05030103,2958,2958000000,0,36.896,36.896,26.3151,5.5221,77839.9
05030104,291,291000000,0,33.512,33.512,24.8596,7.2461,7234.15
05030105,2168,2168000000,0,34.737,34.737,28.2722,3.7818,61294.2
05030106,3915,3915000000,0,36.814,36.814,29.501,3.2915,115496
05030201,4696,4696000000,0,38.892,38.892,29.5698,2.774,138860
05030202,3673,3673000000,0,40.259,40.259,30.9637,5.2973,113730
05030203,5980,5980000000,0,38.219,38.219,32.2598,1.7188,192913
05030204,3101,3101000000,0,38.203,38.203,30.6975,2.5747,95193.1
05040001,6715,6715000000,0,37.988,37.988,26.5328,3.3253,178168
05040002,2608,2608000000,0,33.825,33.825,25.3468,2.953,66104.3
05040003,3228,3228000000,0,35.982,35.982,27.2764,2.6148,88048.1
05040004,4066,4066000000,0,38.132,38.132,28.9479,2.3836,117702
05040005,2204,2204000000,0,35.759,35.759,27.4383,4.3937,60474
05040006,2019,2019000000,0,34.678,34.678,29.064,3.8384,58680.3
05050002,4348,4348000000,0,35.477,35.477,29.2837,1.9867,127325
05050003,4256,4256000000,0,36.317,36.317,29.4328,2.0961,125266
05050004,1794,1794000000,0,39.628,39.628,31.7373,2.6271,56936.7
05050005,3677,3677000000,0,38.346,38.346,31.952,2.7181,117487
05050006,1338,1338000000,0,39.89,39.89,32.9537,2.9554,44092
05050007,3978,3978000000,0,37.391,37.391,33.2979,2.2166,132459
05050008,2393,2393000000,0,40.195,40.195,31.4542,3.8699,75269.8
05050009,2311,2311000000,0,39.729,39.729,33.7124,2.1374,77909.3
05060001,8283,8283000000,0,38.66,38.66,26.8689,3.5539,222555
05060002,5617,5617000000,0,37.106,37.106,30.0739,2.5714,168925
05060003,2964,2964000000,0,35.249,35.249,28.1547,2.9606,83450.5
05070101,2430,2430000000,0,38.484,38.484,34.5304,2.0284,83908.8
05070102,1917,1917000000,0,37.288,37.288,31.753,2.2901,60870.5
05070201,4034,4034000000,27.255,38.857,11.602,34.5022,2.0767,139182
05070202,3138,3138000000,0,42.534,42.534,34.9329,1.8262,109619
05070203,2877,2877000000,0,41.552,41.552,34.7034,1.7653,99841.7
05070204,1067,1067000000,0,41.739,41.739,32.7038,3.9957,34895
05090101,3776,3776000000,0,38.902,38.902,30.9304,4.6873,116793
05090102,1151,1151000000,0,37.499,37.499,31.9247,2.4296,36745.3
05090103,2614,2614000000,0,41.214,41.214,32.4416,4.2501,84802.3
05090104,1875,1875000000,0,37.481,37.481,33.9337,1.7034,63625.7
05090201,5448,5448000000,0,40.827,40.827,28.6629,5.0739,156155
05100101,7199,7199000000,0,40.227,40.227,31.5653,3.2738,227238
05100102,2391,2391000000,26.656,36.98,10.324,31.0844,1.5985,74322.7
05100201,3429,3429000000,14.201,38.727,24.526,35.2046,1.604,120717
05100202,1444,1444000000,0,41.674,41.674,35.1732,1.8375,50790.1
05100203,1939,1939000000,27.775,37.41,9.635,34.6924,1.2964,67268.6
05100204,2840,2840000000,0,38.521,38.521,33.4416,2.2936,94974.2
05100205,8395,8395000000,0,38.541,38.541,30.4004,2.1412,255211
05110001,8121,8121000000,0,44.11,44.11,34.2721,4.0803,278324
05130101,6044,6044000000,0,41.182,41.182,34.2324,2.9729,206900
05130102,1978,1978000000,12.176,36.547,24.371,33.6324,1.477,66524.9
05130103,4872,4872000000,0,42.61,42.61,31.9546,7.1146,155683
05130104,3586,3586000000,0,40.861,40.861,34.5589,2.0942,123928
05130105,2455,2455000000,0,40.399,40.399,31.5117,7.4371,77361.2
05130106,2057,2057000000,0,39.554,39.554,32.1176,5.4353,66065.9
05130107,2037,2037000000,0,40.005,40.005,33.4913,2.1525,68221.8
