HUC_8,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
02050104,3583,3583000000,0,29.798,29.798,19.9336,2.1764,71422.1
02050106,5190,5190000000,0,30.761,30.761,20.2889,2.5429,105299
02050107,4582,4582000000,0,32.922,32.922,20.7944,3.1895,95279.9
02050201,4133,4133000000,0,36.331,36.331,28.6565,3.0009,118437
02050202,2682,2682000000,21.017,31.725,10.708,27.9358,1.5469,74923.9
02050203,2027,2027000000,0,36.35,36.35,25.3155,1.5528,51314.5
02050204,2001,2001000000,0,32.796,32.796,24.5427,3.1156,49109.9
02050205,2542,2542000000,0,33.038,33.038,23.2725,1.7818,59158.8
02050206,4673,4673000000,0,33.223,33.223,22.4412,2.3833,104868
02050302,2566,2566000000,0,32.887,32.887,26.7681,2.0587,68687
02050303,2487,2487000000,0,34.021,34.021,26.1342,3.9277,64995.9
02070001,3833,3833000000,0,39.019,39.019,29.6679,2.275,113717
02070002,3477,3477000000,0,36.008,36.008,29.619,3.1386,102985
03150105,4144,4144000000,0,41.004,41.004,28.651,6.6129,118730
03150106,6688,6688000000,0,45.425,45.425,29.8099,6.2504,199369
03150202,4733,4733000000,0,45.794,45.794,33.1523,3.4905,156910
03160101,4662,4662000000,0,44.122,44.122,32.9858,6.4712,153780
03160103,2247,2247000000,0,41.193,41.193,34.3654,2.7719,77219.1
03160105,2062,2062000000,0,44.253,44.253,33.4968,3.2393,69070.4
03160106,4225,4225000000,0,43.748,43.748,32.9091,5.8304,139041
03160107,2041,2041000000,0,41.793,41.793,32.3613,3.9816,66049.5
03160109,3562,3562000000,0,39.072,39.072,28.5236,3.8693,101601
03160110,2582,2582000000,0,37.847,37.847,25.7847,7.3368,66576.1
03160111,3136,3136000000,0,38.573,38.573,28.0911,4.5785,88093.6
03160112,3218,3218000000,0,45.208,45.208,28.3823,6.4735,91334.3
03160113,3761,3761000000,0,45.697,45.697,33.7276,5.7381,126849
04100011,4705,4705000000,0,37.701,37.701,25.6878,2.2701,120861
