HUC_8,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
05070203,6.2337,5.4023,11.657,6.1342,14.192,8.5961,10.7334,6.6391,6.2172,16.9564,12.2102,12.5713,7.0007,13.2073,17.9452,11.769,16.9847,6.7953,14.2054,9.1695,8.0534,6.6574,15.6274,20.8949,15.959,7.832,10.1368,6.8434,9.5406,13.4244,6.8404,20.0646
05070204,5.4588,4.398,8.089,6.7265,9.9577,7.4765,7.7188,4.9734,5.9477,13.1171,11.1412,9.6401,5.3282,10.8698,13.7014,8.6494,14.5071,6.2295,10.3348,9.8846,6.4743,6.1069,14.0733,19.3595,14.0351,6.8055,10.5317,7.829,8.8949,9.7035,6.9532,16.7143
05090101,6.531,3.1621,6.8555,6.9016,6.7923,6.6877,5.9926,2.5833,4.4944,9.7031,8.1822,7.2022,4.0885,6.6734,8.7975,5.404,11.0087,4.5943,8.0876,6.7689,3.0245,5.3346,7.4821,9.2445,8.2007,6.2462,6.8002,6.7448,8.8252,5.7543,6.0967,13.1589
05090102,7.3111,5.609,10.2784,8.1608,10.7342,9.3218,8.1181,6.1316,6.5092,14.7165,11.3253,10.344,6.4877,12.0305,13.9955,9.8804,14.789,6.0688,12.4276,8.5947,5.9132,6.8562,14.0055,18.1743,12.749,9.3974,9.874,8.6625,10.2433,11.7053,8.2303,16.3412
05090103,5.4255,2.8778,6.6193,6.7686,8.1996,6.0653,5.5658,3.0501,4.6671,9.1202,8.4977,8.4153,4.872,7.1743,10.3181,5.6268,11.1484,5.4443,7.5177,6.4516,3.2275,6.1858,8.2063,10.8685,8.3171,5.9067,7.3025,6.8108,8.6689,6.8487,5.6603,13.6196
05090104,4.4388,2.7409,5.9671,5.1259,7.8804,4.5941,4.9028,3.7564,4.4134,8.6162,7.4573,7.0478,4.6647,7.2046,8.6059,5.8768,9.6853,4.9161,7.3909,6.1883,3.5412,5.0207,8.4375,11.3474,9.5742,5.6554,7.0452,5.7403,7.2232,6.9062,5.0855,10.5183
05090201,5.0629,3.7505,7.5553,6.8132,8.3888,5.2145,4.8465,2.8701,4.9716,7.552,8.8238,7.3675,4.9359,6.2404,8.6809,5.301,11.0834,6.5387,7.0412,5.9213,3.3194,6.6346,7.8105,8.792,8.7738,6.1432,7.7774,7.7085,8.5687,7.6738,4.9721,12.1702
05100101,5.3159,3.8324,7.4307,5.8677,10.2464,4.965,5.7065,3.9674,5.7011,8.9687,9.3226,8.3561,5.1439,7.975,9.9935,7.1644,11.5976,6.9684,8.6996,6.1835,4.4377,6.6193,10.3791,12.1526,10.7955,6.2915,7.6588,7.0913,8.0728,8.8474,5.0688,13.5184
05100102,4.0249,2.34,6.3841,6.1006,7.1858,3.7348,3.6772,2.8522,4.0465,6.3874,6.673,6.4134,3.6069,5.4815,6.9463,5.3164,8.7831,6.3154,6.2865,4.332,2.7039,6.7556,8.593,8.9739,8.8772,4.6458,7.3908,6.6826,7.0545,7.6173,4.0727,12.1421
05100201,6.9676,6.166,11.8757,5.6291,13.1376,8.6462,10.0602,7.7936,7.4696,17.4658,11.9893,13.5516,7.8988,13.4801,17.2679,12.0162,16.129,8.477,13.6924,9.3117,5.8872,7.7902,14.0966,19.1208,16.0229,9.2618,10.9244,7.9705,10.8318,14.5326,7.2008,19.4086
05100202,8.6184,7.6548,13.4552,8.0882,14.8094,9.5869,11.4253,8.5495,7.7466,20.6667,16.1208,16.4708,11.6968,14.1451,18.9475,13.3092,19.1083,11.8921,14.6634,9.7265,6.4206,10.098,14.7561,21.1738,16.9451,10.2674,13.0346,8.9204,12.9601,16.7737,9.9884,22.1807
05100203,7.6663,7.7445,11.59,8.8506,14.6911,8.9638,10.6903,7.1128,7.7622,18.4281,14.3635,14.6342,9.9942,13.2233,18.3417,12.0864,18.4894,9.9387,14.0859,8.8609,5.6294,8.056,14.7607,19.0869,16.2092,7.7982,10.7064,8.4831,11.27,15.4674,9.0084,18.9471
05100204,6.2116,6.0769,9.8689,7.9743,12.9453,7.2089,8.4433,6.4106,7.5064,13.2027,11.2241,11.007,6.2067,9.7692,12.8099,9.0345,12.3141,7.7553,12.0779,6.8926,5.0799,8.6477,13.5696,14.8496,13.5916,6.7504,8.722,8.1601,9.7899,10.5909,5.3191,15.1164
05100205,3.3644,2.7315,6.016,6.1502,8.0223,3.8865,4.2338,2.913,4.6283,6.6109,7.1936,6.3275,4.1488,5.9529,7.5838,5.4383,8.9275,6.8946,6.5766,4.6614,3.0869,5.7652,8.5968,9.0639,9.2113,4.6017,6.8431,6.9493,7.8618,9.0572,4.1043,12.1838
05110001,5.4185,6.9658,11.2584,12.6732,15.0085,5.8062,8.4958,5.845,9.1359,11.6373,11.1461,10.156,7.5557,8.6984,13.3271,10.6503,14.5967,12.2711,12.0767,6.8847,5.4608,9.0688,14.0705,14.486,14.1974,7.8141,12.1188,10.9439,11.894,14.4547,8.3177,17.9169
05130101,10.0815,9.289,15.5406,11.7831,16.1744,8.5142,11.5684,8.3561,8.968,19.9911,15.1104,15.558,11.695,12.9629,19.0006,14.1967,20.1813,12.9706,15.0469,9.1508,6.5259,8.7626,14.0172,18.407,15.4744,9.4602,10.9254,7.173,12.1731,18.9654,12.0064,22.1224
05130102,6.6499,7.7765,13.2918,10.1502,16.2601,7.1472,9.042,6.1531,8.6244,14.3564,12.0657,12.3701,8.1007,11.0787,15.649,10.4902,15.7832,9.6487,14.6017,7.6184,5.1913,7.6303,14.397,14.868,16.2349,6.7768,9.0146,8.133,11.6854,13.3694,8.555,17.0334
05130103,6.0573,7.3928,12.2176,11.2998,14.6748,6.3281,7.5878,5.5499,9.1517,13.8008,10.8571,11.0979,8.0199,9.4642,15.2158,9.996,13.503,9.8691,13.259,7.6564,6.127,8.1138,14.4032,14.293,13.7375,6.8806,9.9976,7.7036,10.8772,14.1784,10.0466,15.5511
05130104,8.9489,9.159,12.9075,12.6041,14.2511,7.3995,8.9129,6.7919,9.0015,16.5963,11.4003,11.3966,11.276,9.4118,15.5652,11.914,15.0478,11.7972,14.1041,9.6462,7.5292,8.1264,14.0125,15.7513,12.8328,8.4528,9.5983,6.8277,10.9199,17.3977,13.0717,19.2352
05130105,8.1278,8.5574,13.5387,11.7127,15.2816,6.1673,8.7755,5.8296,9.734,15.4794,12.0984,11.8295,10.9982,9.4672,15.2786,11.4328,14.3599,11.5499,13.8503,9.4898,7.7608,9.693,14.8485,16.1887,13.7682,7.8299,9.1505,6.6518,10.5616,16.6537,11.4549,17.2007
05130106,8.6266,8.9801,14.4791,13.087,15.5138,6.2535,9.2146,5.9125,9.1983,15.101,12.3744,12.1393,11.3331,9.5428,14.7831,12.1934,15.1192,13.016,15.0457,10.6483,8.6442,11.1746,15.9386,16.5138,15.5804,8.3749,10.4051,7.4803,11.2777,17.2084,11.4855,17.4419
05130107,10.5363,8.9797,14.991,16.1417,18.4433,7.2305,11.3554,8.8682,9.7902,22.2452,15.085,14.1813,14.2594,11.4495,19.0998,14.554,18.1261,18.0823,19.2705,11.1413,9.3172,13.3768,15.6149,14.4864,14.2304,7.9227,9.7984,4.6288,13.1455,17.4215,10.9053,16.5929
05130108,9.1247,7.6998,14.1273,13.5448,15.815,6.2709,9.8517,7.1724,9.1206,18.6165,12.2485,12.1881,11.9544,9.4704,16.4962,11.5966,14.4902,13.9457,17.3434,9.8893,7.5947,10.153,14.5936,14.4579,12.3907,7.8143,8.7123,5.4566,11.1152,16.8716,10.1069,15.9184
05130203,7.4188,4.3069,9.692,9.829,11.8736,3.5625,7.0062,5.0144,6.4893,13.8351,7.9636,8.6656,8.5169,6.6826,12.7369,8.552,11.1742,9.7107,10.207,6.7245,5.9507,8.4427,10.1413,8.9188,8.3658,5.7936,6.2429,5.2092,8.4756,11.0816,7.2583,10.6245
06010201,9.9278,8.0569,15.2687,10.3606,13.6571,5.9104,7.3087,6.9043,6.1137,17.9119,14.3193,10.8443,11.7202,10.5159,13.679,11.1046,15.125,13.0617,15.7005,11.6401,8.2805,7.8041,13.7368,15.5705,13.1194,7.7033,9.5604,5.1944,12.1262,15.9016,10.0254,15.4485
06010205,8.3639,7.0453,12.5216,8.2786,10.4786,6.622,9.5815,8.2671,5.2045,14.1339,10.3568,10.9133,7.4301,8.8853,12.3271,10.2941,14.9213,9.1865,12.6922,6.9609,5.4075,6.9048,11.0572,14.0895,12.3908,8.3068,8.5697,4.9131,8.8345,12.6938,8.234,14.1998
06010206,10.3173,8.8327,15.234,10.3194,13.9587,7.2414,10.3984,8.3367,7.3049,18.8679,13.2915,13.9813,10.3009,11.3873,16.6794,13.3977,18.616,13.0955,14.332,7.9696,5.6798,8.2739,12.846,15.8077,13.6192,9.3791,9.7926,6.5574,11.823,15.4223,10.2175,18.4529
06010207,9.3025,7.4017,13.3739,10.2992,13.1867,6.5778,7.6582,6.0245,6.4003,17.4684,12.72,10.9941,9.8102,10.3279,13.908,11.3716,14.9051,11.5633,14.7607,9.6401,8.0239,6.5075,13.5141,15.8435,13.0102,8.2685,10.1277,6.1201,11.76,16.648,10.585,16.772
06010208,9.9206,10.0775,17.9453,13.1807,17.3794,8.2258,10.0116,7.3876,10.165,19.7975,14.3471,12.2727,12.5732,10.6587,16.5617,12.8746,16.849,14.5074,18.1589,12.071,8.92,8.7248,15.9908,18.6434,14.659,9.2874,9.9758,7.8446,13.8393,19.5686,11.5544,18.3466
06020001,11.8224,8.3482,15.0526,13.6587,13.9956,6.0553,8.989,8.0568,6.7557,20.3226,16.0983,11.8429,13.9032,10.2307,15.3526,12.4723,15.0586,13.5647,14.7939,9.4551,8.627,9.2969,13.1036,14.6738,11.3632,8.4565,8.2872,5.029,12.295,17.7436,8.7512,14.5681
06020004,14.058,10.2853,17.4634,16.9237,19.3476,8.6828,11.4753,9.8311,9.6034,24.5869,17.8696,14.5135,16.8062,12.3984,19.1921,15.8324,19.4873,17.5565,19.7308,12.37,10.6301,12.7866,16.0002,16.9699,15.2435,9.9296,11.1405,5.8756,15.3866,19.5064,12.0513,16.8519
06030001,10.7136,8.3346,12.4232,11.5908,12.6035,8.5206,7.4164,7.9217,7.9618,17.0591,13.595,11.3665,11.4648,9.4863,13.1689,10.3911,12.9416,13.2596,12.1115,9.3699,8.322,12.091,11.6686,11.7458,11.9135,8.5872,8.9494,4.489,11.1134,14.6932,9.023,12.9789
06030002,10.3191,5.9456,11.0127,11.8281,10.0367,6.5753,6.5279,6.9319,7.1392,15.4368,11.9279,12.3783,9.0353,8.6696,11.2503,9.139,12.6642,11.9098,11.4525,8.2566,8.1928,12.3617,9.8,10.0872,10.9524,7.5418,7.9212,3.5976,10.094,13.8754,8.6093,11.6767
06030003,10.0273,6.7637,12.331,14.2274,13.8673,5.7304,9.0362,7.5973,8.0707,19.352,14.668,15.6455,11.5472,10.749,16.0262,12.4744,17.997,17.2354,15.5651,10.9553,10.9215,15.6244,13.4635,12.8622,14.6574,8.3057,8.1463,4.0536,13.0092,16.2457,10.5842,15.8017
06030004,12.359,6.2549,14.2238,18.2045,15.0725,6.169,10.0879,8.7272,9.6784,21.5332,16.8889,18.9379,12.7418,10.6169,16.7117,13.7171,19.3285,17.5444,18.2923,12.97,12.1561,18.4468,17.5639,14.1659,18.576,9.7568,9.5476,5.5059,13.7183,17.9496,11.2612,16.0602
06030005,10.9136,5.4568,12.4785,15.0261,11.7182,6.4335,9.3426,7.7625,9.2542,17.0795,14.7291,16.5001,10.7585,9.6333,15.3674,11.1891,15.2185,15.8864,15.2754,10.3056,8.4791,13.5812,13.1725,12.194,15.1113,7.725,8.3137,5.989,11.6883,15.9447,9.229,13.0869
06030006,11.7563,5.2696,13.6793,15.5533,10.2367,8.2832,11.0373,8.1725,9.5309,16.4925,14.7914,17.2953,9.5741,9.7408,14.9311,11.2149,14.0101,16.2529,13.3347,9.1143,7.7062,14.1546,13.594,12.5974,13.9148,8.1824,9.1438,5.1357,11.357,15.6485,7.1271,13.7825
06040002,7.5663,4.7957,10.4214,11.0609,11.4695,4.1722,6.8248,5.4044,6.6585,14.9201,10.5339,11.1999,9.6512,8.0176,13.3254,9.5627,13.5825,12.9815,13.2474,8.4332,8.2904,11.5243,11.2947,9.4236,11.0653,6.202,6.5799,4.2081,10.3164,12.0482,7.9211,12.6623
