HUC_8,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
05070102,46.0917,40.5405,50.2506,46.0313,47.2191,47.7154,44.3109,41.714,39.5554,63.1091,55.2207,46.8762,44.9054,50.4733,53.5069,49.7767,60.778,44.2246,51.4634,41.0657,47.0716,41.4497,51.201,63.7555,58.7948,46.0725,50.3889,42.8692,47.6888,55.8063,51.8015,60.3943
05070201,45.7896,44.258,52.9362,45.0921,52.6059,46.9066,47.2089,45.3614,39.9625,61.3299,54.08,46.8959,46.2471,47.4407,52.2093,48.358,59.2496,42.1558,53.3029,40.7774,47.5132,43.605,56.2079,63.793,58.5825,46.1886,52.2228,41.3709,44.8016,58.97,50.8956,59.7723
05070202,45.0383,45.0552,55.8087,43.5905,53.1408,44.7914,50.4875,49.4613,36.7698,62.5559,52.6402,52.1469,45.598,48.5942,56.246,50.1498,60.4128,43.6514,56.82,40.9948,45.4512,45.7737,54.5286,61.184,58.6209,44.2103,50.3646,36.9222,43.4677,58.2519,51.3513,60.4352
05070203,41.8523,41.4132,50.7465,42.763,51.3174,44.3141,43.8346,40.825,38.7312,59.1961,52.2358,48.278,45.8647,52.9655,56.0224,46.8381,57.0199,44.478,52.733,38.6379,47.7488,41.2089,53.8605,62.3154,58.0341,41.5506,50.8517,38.5504,42.4786,55.8806,47.0449,62.142
05070204,39.5997,39.2275,48.5013,44.4914,45.5745,44.1767,41.5264,39.224,38.0274,58.661,53.4532,42.6354,42.8718,51.3831,50.4955,46.2913,57.8047,45.1931,49.4876,41.4436,48.6581,41.5348,54.13,65.994,58.8219,41.0726,53.2187,41.5855,42.7648,52.7654,48.3128,62.5375
05090101,45.9392,36.7467,43.8844,44.4683,40.2932,45.4799,41.3522,31.1931,35.9354,56.6622,52.9415,42.0296,38.4822,41.0715,47.5803,44.6867,56.2563,42.7683,46.7788,40.3748,45.4115,38.6782,48.7372,56.0652,54.0295,38.921,46.529,41.1254,48.1706,45.9234,48.2738,61.8922
05090102,43.9383,40.4545,51.1505,45.9464,47.6966,48.1137,42.7592,42.1518,40.4497,63.9029,56.0215,44.7347,44.8079,52.5123,52.0019,48.7794,59.9038,43.838,51.561,41.6441,48.3409,42.0524,53.1185,67.2076,57.2581,44.7719,53.2001,42.421,46.2826,56.2874,50.9155,62.7152
05090103,42.7186,37.3256,46.8308,43.5486,45.7121,43.6848,42.8047,33.9911,39.4116,57.3218,54.7256,44.1194,41.9481,44.4873,50.1524,46.5402,56.8047,45.4914,46.812,39.6324,48.0872,42.2579,52.2782,59.8902,54.9516,39.8423,48.6655,40.2346,47.6147,49.5424,48.2574,62.712
05090104,39.1795,38.1161,49.0528,44.2328,46.9783,43.3042,43.1065,39.0464,40.358,59.2252,55.8221,44.1331,43.2585,50.4418,49.1026,48.1004,57.5163,47.0156,48.3695,40.4275,48.7293,42.2553,54.5956,63.5158,61.8021,43.123,53.8206,43.1529,45.6088,53.3324,50.7448,62.346
05090201,42.8655,40.8086,47.3193,45.9331,46.3502,42.7736,40.985,32.657,40.1353,53.996,57.381,45.0774,43.0084,43.8997,46.978,45.8512,58.9248,49.1623,48.6231,35.9283,49.7922,45.2376,49.3824,55.4821,52.6181,41.9529,49.4719,41.9902,50.2817,49.9198,44.1399,64.4519
05100101,42.0507,41.7345,49.5206,44.2921,48.7611,42.6248,41.552,37.5002,44.001,57.1135,59.2957,47.6898,44.356,50.4466,50.2518,48.6471,59.694,51.9877,51.8915,37.775,50.928,46.1792,53.7716,60.8056,60.6907,42.1242,51.5795,44.3673,47.5711,55.7809,46.8318,68.1477
05100102,41.1632,40.5754,50.1968,45.7787,44.9199,40.7768,38.7359,34.7911,41.4689,55.8183,57.5604,46.7481,44.0588,47.0858,46.5779,48.1393,57.3891,55.0555,50.602,35.0672,48.1893,49.3534,53.6145,58.048,60.8238,38.626,53.0591,44.6338,49.2039,55.8235,46.9663,71.4768
05100201,41.45,43.8337,53.262,41.802,52.1932,48.7401,45.2972,43.0063,42.2742,64.9353,58.4925,55.6681,48.4967,56.3158,57.0979,50.2815,58.0321,46.9687,55.5714,39.5358,46.6348,46.0275,54.8337,65.3145,63.6235,44.3695,53.5067,39.4306,46.2644,59.4845,49.4193,65.7146
05100202,43.4641,47.4255,57.4898,46.0439,55.5936,51.8209,49.6945,47.8944,43.2566,71.9424,67.184,64.2674,53.7672,57.4643,63.1951,53.1378,64.6043,51.8124,58.6974,41.9872,49.0146,47.7216,56.3237,69.0414,67.3818,47.0552,58.4524,42.7569,50.2365,64.251,56.1597,71.8987
05100203,40.9155,48.0376,53.8091,47.3232,54.7529,50.3669,49.0258,44.2721,44.4118,70.2258,65.0285,59.7069,51.5776,55.6469,63.5737,52.4811,64.2621,49.8869,58.4026,39.5844,47.0749,45.1957,55.4236,65.9817,67.2734,43.4376,54.0342,41.2498,45.7944,62.874,54.9674,67.6803
05100204,39.7796,46.4379,51.8093,45.3212,53.1003,46.3408,46.1843,43.8822,46.4917,66.8143,63.9916,52.723,44.7587,52.5244,54.5247,50.9868,56.2067,50.4439,54.154,36.9956,47.3746,46.0231,57.3808,62.5683,67.3633,41.8688,54.0403,45.0398,46.6547,56.8713,49.0443,65.1274
05100205,37.7569,41.59,47.3263,47.0254,48.1973,41.4464,41.7723,35.2169,42.9671,56.0933,59.1307,45.8326,47.3846,47.2156,46.8426,48.9007,56.9068,53.1512,51.2232,36.1828,47.2528,45.4386,52.2999,57.6737,58.6507,38.1744,55.2874,43.6215,48.0955,56.9803,44.5987,67.5179
05110001,38.9964,52.7974,56.9113,54.0786,59.3555,43.6084,49.5036,42.8783,49.6117,61.7728,59.039,49.0181,50.1621,45.9415,55.1775,57.3703,62.0351,57.4449,53.0325,40.365,48.1337,46.4584,60.189,61.7657,62.0844,43.9655,60.2255,46.917,49.9747,60.72,50.8326,68.0995
05130101,46.0721,52.2298,62.2899,52.8779,60.1656,49.1507,52.8196,47.8298,48.9013,73.4684,64.8893,64.7645,54.8772,56.0568,68.0374,56.495,69.8128,54.8615,61.2867,45.3228,47.3728,48.7439,57.3771,68.4404,65.772,46.14,54.843,41.2312,49.3452,68.8435,59.4644,74.9212
05130102,37.1376,51.2094,55.2157,48.26,56.5166,44.8734,47.823,40.6829,46.7757,64.8589,59.8935,52.087,48.6996,51.6806,59.6167,53.9948,61.4069,50.4381,58.3341,40.8555,44.7193,43.7211,55.1647,59.4344,66.5754,40.3683,51.0671,39.6682,45.2255,57.772,51.8972,61.7004
05130103,37.2391,51.602,58.0327,51.4387,58.5537,44.3529,47.9423,42.8172,47.9639,65.6114,57.3602,50.3821,50.3259,47.3124,64.0046,54.9015,60.0821,52.6451,57.2856,43.04,46.8182,45.5783,57.0949,61.6081,64.3467,41.1863,54.926,41.0481,44.7396,61.2526,57.4599,63.7082
05130104,44.1348,51.6277,62.0781,54.3384,59.2984,47.9821,49.1658,46.8217,47.9078,71.7536,59.3337,60.3389,56.5432,51.2631,68.0036,56.6936,64.543,55.6484,61.9851,49.3154,48.8422,49.2228,62.4952,70.1237,68.1909,45.7353,55.1437,42.2144,50.7695,70.6066,64.311,77.7329
05130105,41.1359,52.0834,61.7892,52.5307,59.6173,44.8714,50.6845,43.5688,47.041,68.203,59.8731,57.8659,56.4644,49.0411,65.6578,55.5911,61.0131,54.7845,60.4968,48.8593,50.5296,51.2322,60.5682,68.8538,68.6702,44.3825,51.7493,41.3111,48.429,67.4438,59.8914,71.097
05130106,42.1068,53.0659,66.0664,57.1705,60.5722,43.4441,53.1124,42.4437,46.0489,69.8815,63.0312,59.6667,57.4901,48.5101,65.0773,55.9469,61.7952,57.8426,64.3568,50.4526,52.6491,53.1314,64.6041,71.0442,70.7856,44.6229,51.1407,41.5712,49.2353,68.4086,61.6725,71.0373
05130107,47.9993,51.5719,61.995,65.6164,63.4769,45.9252,55.4575,48.1178,46.6776,75.8141,66.7058,66.0091,59.4835,52.2458,71.2636,62.9231,65.2507,62.8338,69.0968,49.6977,54.8525,58.7428,67.8906,69.2989,70.3244,47.1609,51.8801,35.5926,51.7992,65.7455,52.922,70.4963
05130108,46.946,51.6111,63.4067,60.0007,62.6594,44.4969,53.9574,45.3438,47.3551,73.6989,61.7942,62.3542,58.142,50.4699,69.4124,59.4755,62.5021,59.0797,70.1302,49.3112,52.8543,51.7485,65.0304,69.9908,66.5751,46.3326,50.7464,37.6497,49.7372,67.0592,54.9227,70.5809
05130203,47.3395,46.36,59.822,58.8302,63.8271,39.8913,54.5137,41.8328,43.5929,71.8866,56.489,59.3095,53.691,48.3542,67.8202,57.2781,61.0682,56.1635,58.4099,46.6705,50.936,54.0524,60.3385,63.7725,62.8943,44.17,50.9281,38.851,47.8606,61.5083,56.4687,63.5417
06010201,48.5804,50.0656,66.1924,52.8158,59.2701,43.4623,43.6412,42.6353,43.8593,71.9156,66.1402,62.3702,58.0634,51.3831,69.8131,54.3627,64.4301,58.7915,64.1634,55.2804,50.5706,50.6544,62.864,73.5569,66.7919,49.9987,54.9789,38.7392,53.5649,70.1461,55.9358,69.3515
06010205,45.6533,47.9019,57.7441,45.7459,50.972,43.888,47.167,45.5188,38.5395,62.5019,55.201,58.0504,46.9494,48.0538,58.8028,49.7324,62.1789,48.5358,57.2485,42.526,43.2891,46.6476,55.2553,64.9521,59.5829,44.2464,51.8966,37.2511,45.5412,61.059,51.8763,62.6029
06010206,48.6754,51.5173,62.0976,49.8188,57.0872,46.5138,50.7488,47.1336,44.546,70.595,61.253,67.5211,51.8918,53.8771,66.9155,54.9871,68.7931,54.6825,60.3274,44.5027,44.4913,49.4722,56.9214,67.0668,62.7506,46.0023,54.4639,41.572,48.6401,65.4529,56.4077,71.5368
06010207,44.0481,47.4109,58.7812,50.8802,58.0072,45.0441,43.6675,42.013,43.9584,69.9503,61.8304,64.0595,52.133,50.4875,70.324,51.692,64.7354,55.544,61.9926,50.6004,48.7201,48.2103,63.6025,73.3509,67.9487,48.7487,54.8484,38.7475,51.273,70.5904,58.3547,72.9687
06010208,45.5716,52.1823,67.417,55.7413,63.259,48.4468,49.2522,45.1209,50.532,73.6157,64.1799,63.5181,58.2906,50.5746,69.1752,57.9431,65.9781,57.4997,68.9166,54.293,49.9891,49.259,66.0929,77.5059,70.7673,50.9978,54.6072,44.8434,55.2514,71.2737,58.3233,74.2731
06020001,53.1815,47.7475,63.4074,62.2189,55.8478,43.3807,46.3932,45.3024,45.3729,77.0982,73.138,59.7483,59.6253,45.2267,73.187,58.3749,61.9289,58.202,58.9005,50.1759,51.2363,53.1108,58.7878,72.6912,66.016,51.2881,48.9568,38.5854,56.0855,71.8189,50.1702,67.2775
06020004,52.8732,50.4334,62.978,67.2592,61.4651,48.4505,52.041,47.857,48.9336,79.4501,72.3657,64.9953,62.0693,50.8129,74.8162,63.8655,66.2488,60.3153,67.5376,53.1291,53.8356,55.3153,63.4784,73.7851,72.9188,52.8576,51.3126,38.4307,58.1176,69.4458,53.2265,69.4085
06030001,57.6536,51.0969,60.6588,64.5125,55.9552,53.261,47.3268,48.3697,48.8193,77.0017,74.7712,61.9692,58.7816,47.8238,71.2517,59.9296,64.1919,65.6031,57.268,53.9405,55.4989,64.4166,63.0797,64.9442,70.3321,51.2996,50.4646,37.6011,57.653,70.9157,51.7206,71.0749
06030002,58.7256,47.0797,62.9095,66.114,54.7257,50.4188,51.515,47.762,47.0053,76.8121,70.8259,67.6367,53.9324,52.0247,69.9566,57.5821,64.1,64.2311,59.8039,52.9957,52.8132,70.8127,59.3377,62.9174,71.8416,50.3937,49.4267,33.64,57.2919,71.9754,53.2686,70.2401
06030003,50.8227,46.5397,60.0596,66.8527,57.62,45.665,53.6953,45.3539,45.8312,77.6229,70.1715,72.9991,56.3506,54.2544,69.4977,62.1057,68.7464,64.727,68.3005,52.1062,58.187,68.9752,62.3699,67.0359,74.4703,50.9235,48.361,33.8222,55.7879,65.8106,52.3936,70.442
06030004,56.4796,47.3509,61.2603,70.4378,56.3337,45.4958,54.9268,45.5477,45.5656,80.096,67.4732,75.5871,56.1238,51.3384,67.9753,62.0151,70.1231,64.9228,70.7752,56.3316,56.3506,73.3965,67.4998,65.4054,81.389,52.3083,52.4747,36.0302,54.3297,68.0056,52.3066,67.8398
06030005,57.211,47.2874,63.2581,69.4373,53.6039,47.029,56.3227,44.3538,47.0744,75.4887,66.2354,83.3541,56.6579,51.7277,71.3544,59.365,65.6518,68.5709,65.7723,54.0478,48.0882,69.901,65.6989,63.5275,78.259,51.6683,50.3764,36.246,55.7072,69.065,52.8455,65.865
06030006,59.9387,45.199,66.6466,76.3481,52.1969,51.0191,58.2297,44.837,48.0788,75.4036,69.4049,88.1584,56.0807,53.3471,71.4555,59.7758,64.816,71.6039,62.4018,52.1067,46.4354,72.775,70.4437,64.9062,76.9674,53.0496,51.469,36.7985,58.2076,71.9986,47.3407,69.9481
06040002,49.5786,45.3668,59.0337,63.6232,59.4683,43.1913,53.6295,43.9483,44.392,75.7118,65.1405,69.7252,56.9909,52.5419,67.7685,60.8557,65.0133,61.7578,67.5194,50.1694,56.6746,64.7857,65.6383,65.2144,71.6266,46.5021,50.0064,37.1027,51.5694,62.6152,51.6075,68.7462
